nav_key,fund_key,date_key,nav
1152,2,20230227,128.223
1153,2,20230228,127.089
1154,2,20230301,126.094
1155,2,20230302,124.951
1156,2,20230303,127.242
1157,2,20230304,127.242
1158,2,20230305,127.242
1159,2,20230306,130.017
1160,2,20230307,128.969
1161,2,20230308,127.423
1162,2,20230309,128.388
1163,2,20230310,127.389
1164,2,20230311,127.389
1165,2,20230312,127.389
1166,2,20230313,128.662
1167,2,20230314,129.118
1168,2,20230315,126.247
1169,2,20230316,129.241
1170,2,20230317,132.787
1171,2,20230318,132.787
1172,2,20230319,132.787
1173,2,20230320,131.633
1174,2,20230321,130.933
1175,2,20230322,131.56
1176,2,20230323,132.286
1177,2,20230324,133.659
1178,2,20230325,133.659
1179,2,20230326,133.659
1180,2,20230327,137.756
1181,2,20230328,137.459
1182,2,20230329,135.882
1183,2,20230330,133.139
1184,2,20230331,131.746
1185,2,20230401,131.746
1186,2,20230402,131.746
1187,2,20230403,131.746
1188,2,20230404,135.358
1189,2,20230405,134.375
1190,2,20230406,134.893
1191,2,20230407,134.927
1192,2,20230408,134.927
1193,2,20230409,134.927
1194,2,20230410,137.4
1195,2,20230411,142.677
1196,2,20230412,141.612
1197,2,20230413,140.643
1198,2,20230414,142.916
1199,2,20230415,142.916
1200,2,20230416,142.916
1201,2,20230417,144.449
1202,2,20230418,148.523
1203,2,20230419,149.898
1204,2,20230420,149.165
1205,2,20230421,150.561
1206,2,20230422,150.561
1207,2,20230423,150.561
1208,2,20230424,153.14
1209,2,20230425,155.101
1210,2,20230426,156.359
1211,2,20230427,158.939
1212,2,20230428,161.806
1213,2,20230429,161.806
1214,2,20230430,161.806
1215,2,20230501,165.242
1216,2,20230502,166.933
1217,2,20230503,166.598
1218,2,20230504,167.048
1219,2,20230505,170.155
1220,2,20230506,170.155
1221,2,20230507,170.155
1222,2,20230508,168.155
1223,2,20230509,169.169
1224,2,20230510,168.255
1225,2,20230511,168.412
1226,2,20230512,171.726
1227,2,20230513,171.726
1228,2,20230514,171.726
1229,2,20230515,172.304
1230,2,20230516,172.51
1231,2,20230517,169.077
1232,2,20230518,171.054
1233,2,20230519,172.796
1234,2,20230520,172.796
1235,2,20230521,172.796
1236,2,20230522,178.489
1237,2,20230523,177.754
1238,2,20230524,178.427
1239,2,20230525,179.184
1240,2,20230526,183.513
1241,2,20230527,183.513
1242,2,20230528,183.513
1243,2,20230529,183.342
1244,2,20230530,184.201
1245,2,20230531,185.973
1246,2,20230601,186.587
1247,2,20230602,185.431
1248,2,20230603,185.431
1249,2,20230604,185.431
1250,2,20230605,186.064
1251,2,20230606,189.153
1252,2,20230607,186.335
1253,2,20230608,186.8
1254,2,20230609,184.932
1255,2,20230610,184.932
1256,2,20230611,184.932
1257,2,20230612,188.34
1258,2,20230613,184.131
1259,2,20230614,182.679
1260,2,20230615,183.804
1261,2,20230616,188.212
1262,2,20230617,188.212
1263,2,20230618,188.212
1264,2,20230619,188.12
1265,2,20230620,186.647
1266,2,20230621,192.007
1267,2,20230622,187.933
1268,2,20230623,181.829
1269,2,20230624,181.829
1270,2,20230625,181.829
1271,2,20230626,183.12
1272,2,20230627,181.833
1273,2,20230628,179.139
1274,2,20230629,181.132
1275,2,20230630,181.885
1276,2,20230701,181.885
1277,2,20230702,181.885
1278,2,20230703,180.437
1279,2,20230704,177.062
1280,2,20230705,179.468
1281,2,20230706,181.308
1282,2,20230707,181.129
1283,2,20230708,181.129
1284,2,20230709,181.129
1285,2,20230710,186.237
1286,2,20230711,183.341
1287,2,20230712,179.237
1288,2,20230713,177.466
1289,2,20230714,177.433
1290,2,20230715,177.433
1291,2,20230716,177.433
1292,2,20230717,178.169
1293,2,20230718,177.613
1294,2,20230719,178.64
1295,2,20230720,175.376
1296,2,20230721,179.262
1297,2,20230722,179.262
1298,2,20230723,179.262
1299,2,20230724,179.131
1300,2,20230725,182.223
1301,2,20230726,183.251
1302,2,20230727,184.598
1303,2,20230728,186.268
1304,2,20230729,186.268
1305,2,20230730,186.268
1306,2,20230731,187.612
1307,2,20230801,189.515
1308,2,20230802,193.388
1309,2,20230803,194.055
1310,2,20230804,196.216
1311,2,20230805,196.216
1312,2,20230806,196.216
1313,2,20230807,196.05
1314,2,20230808,200.383
1315,2,20230809,198.45
1316,2,20230810,203.91
1317,2,20230811,203.889
1318,2,20230812,203.889
1319,2,20230813,203.889
1320,2,20230814,199.615
1321,2,20230815,200.098
1322,2,20230816,198.154
1323,2,20230817,200.752
1324,2,20230818,198.887
1325,2,20230819,198.887
1326,2,20230820,198.887
1327,2,20230821,197.655
1328,2,20230822,192.152
1329,2,20230823,190.944
1330,2,20230824,184.097
1331,2,20230825,179.815
1332,2,20230826,179.815
1333,2,20230827,179.815
1334,2,20230828,181.956
1335,2,20230829,184.192
1336,2,20230830,185.46
1337,2,20230831,182.863
1338,2,20230901,182.824
1339,2,20230902,182.824
1340,2,20230903,182.824
1341,2,20230904,182.906
1342,2,20230905,179.819
1343,2,20230906,183.964
1344,2,20230907,186.477
1345,2,20230908,185.952
1346,2,20230909,185.952
1347,2,20230910,185.952
1348,2,20230911,186.12
1349,2,20230912,186.795
1350,2,20230913,181.168
1351,2,20230914,180.587
1352,2,20230915,178.83
1353,2,20230916,178.83
1354,2,20230917,178.83
1355,2,20230918,176.233
1356,2,20230919,175.578
1357,2,20230920,180.4
1358,2,20230921,182.224
1359,2,20230922,180.754
1360,2,20230923,180.754
1361,2,20230924,180.754
1362,2,20230925,182.397
1363,2,20230926,186.317
1364,2,20230927,188.994
1365,2,20230928,189.258
1366,2,20230929,187.516
1367,2,20230930,187.516
1368,2,20231001,187.516
1369,2,20231002,189.574
1370,2,20231003,190.788
1371,2,20231004,193.445
1372,2,20231005,195.385
1373,2,20231006,198.559
1374,2,20231007,198.559
1375,2,20231008,198.559
1376,2,20231009,197.064
1377,2,20231010,201.057
1378,2,20231011,201.753
1379,2,20231012,208.134
1380,2,20231013,206.086
1381,2,20231014,206.086
1382,2,20231015,206.086
1383,2,20231016,211.555
1384,2,20231017,212.289
1385,2,20231018,210.321
1386,2,20231019,208.9
1387,2,20231020,208.001
1388,2,20231021,208.001
1389,2,20231022,208.001
1390,2,20231023,209.428
1391,2,20231024,211.175
1392,2,20231025,209.463
1393,2,20231026,209.491
1394,2,20231027,216.328
1395,2,20231028,216.328
1396,2,20231029,216.328
1397,2,20231030,222.042
1398,2,20231031,223.606
1399,2,20231101,223.845
1400,2,20231102,224.36
1401,2,20231103,226.537
1402,2,20231104,226.537
1403,2,20231105,226.537
1404,2,20231106,223.175
1405,2,20231107,222.425
1406,2,20231108,216.969
1407,2,20231109,218.377
1408,2,20231110,220.606
1409,2,20231111,220.606
1410,2,20231112,220.606
1411,2,20231113,219.117
1412,2,20231114,224.4
1413,2,20231115,220.386
1414,2,20231116,215.655
1415,2,20231117,216.489
1416,2,20231118,216.489
1417,2,20231119,216.489
1418,2,20231120,219.998
1419,2,20231121,225.665
1420,2,20231122,224.225
1421,2,20231123,227.965
1422,2,20231124,227.947
1423,2,20231125,227.947
1424,2,20231126,227.947
1425,2,20231127,227.471
1426,2,20231128,230.6
1427,2,20231129,232.972
1428,2,20231130,227.58
1429,2,20231201,232.734
1430,2,20231202,232.734
1431,2,20231203,232.734
1432,2,20231204,237.668
1433,2,20231205,235.557
1434,2,20231206,237.073
1435,2,20231207,238.948
1436,2,20231208,240.002
1437,2,20231209,240.002
1438,2,20231210,240.002
1439,2,20231211,238.141
1440,2,20231212,235.861
1441,2,20231213,235.889
1442,2,20231214,240.156
1443,2,20231215,242.234
1444,2,20231216,242.234
1445,2,20231217,242.234
1446,2,20231218,241.008
1447,2,20231219,243.918
1448,2,20231220,233.618
1449,2,20231221,237.76
1450,2,20231222,231.674
1451,2,20231223,231.674
1452,2,20231224,231.674
1453,2,20231225,230.53
1454,2,20231226,226.774
1455,2,20231227,222.483
1456,2,20231228,226.468
1457,2,20231229,224.992
1458,2,20231230,224.992
1459,2,20231231,224.992
1460,2,20240101,226.274
1461,2,20240102,226.228
1462,2,20240103,227.96
1463,2,20240104,228.337
1464,2,20240105,224.057
1465,2,20240106,224.057
1466,2,20240107,224.057
1467,2,20240108,227.517
1468,2,20240109,225.946
1469,2,20240110,220.783
1470,2,20240111,219.476
1471,2,20240112,224.526
1472,2,20240113,224.526
1473,2,20240114,224.526
1474,2,20240115,227.502
1475,2,20240116,226.426
1476,2,20240117,225.353
1477,2,20240118,224.378
1478,2,20240119,231.48
1479,2,20240120,231.48
1480,2,20240121,231.48
1481,2,20240122,232.922
1482,2,20240123,234.541
1483,2,20240124,238.283
1484,2,20240125,239.256
1485,2,20240126,238.446
1486,2,20240127,238.446
1487,2,20240128,238.446
1488,2,20240129,237.863
1489,2,20240130,237.726
1490,2,20240131,237.712
1491,2,20240201,240.425
1492,2,20240202,240.733
1493,2,20240203,240.733
1494,2,20240204,240.733
1495,2,20240205,243.499
1496,2,20240206,243.326
1497,2,20240207,243.735
1498,2,20240208,236.551
1499,2,20240209,239.921
1500,2,20240210,239.921
1501,2,20240211,239.921
1502,2,20240212,241.288
1503,2,20240213,245.021
1504,2,20240214,234.499
1505,2,20240215,241.962
1506,2,20240216,241.576
1507,2,20240217,241.576
1508,2,20240218,241.576
1509,2,20240219,245.712
1510,2,20240220,242.002
1511,2,20240221,244.347
1512,2,20240222,240.608
1513,2,20240223,238.477
1514,2,20240224,238.477
1515,2,20240225,238.477
1516,2,20240226,245.443
1517,2,20240227,244.864
1518,2,20240228,245.785
1519,2,20240229,249.116
1520,2,20240301,251.093
1521,2,20240302,251.093
1522,2,20240303,251.093
1523,2,20240304,251.785
1524,2,20240305,253.289
1525,2,20240306,262.547
1526,2,20240307,262.451
1527,2,20240308,263.374
1528,2,20240309,263.374
1529,2,20240310,263.374
1530,2,20240311,267.656
1531,2,20240312,272.228
1532,2,20240313,277.211
1533,2,20240314,280.006
1534,2,20240315,275.345
1535,2,20240316,275.345
1536,2,20240317,275.345
1537,2,20240318,282.229
1538,2,20240319,277.517
1539,2,20240320,278.916
1540,2,20240321,275.9
1541,2,20240322,275.773
1542,2,20240323,275.773
1543,2,20240324,275.773
1544,2,20240325,277.271
1545,2,20240326,278.746
1546,2,20240327,280.65
1547,2,20240328,287.584
1548,2,20240329,289.684
1549,2,20240330,289.684
1550,2,20240331,289.684
1551,2,20240401,288.768
1552,2,20240402,293.088
1553,2,20240403,298.464
1554,2,20240404,293.117
1555,2,20240405,295.89
1556,2,20240406,295.89
1557,2,20240407,295.89
1558,2,20240408,299.15
1559,2,20240409,297.964
1560,2,20240410,304.262
1561,2,20240411,303.729
1562,2,20240412,304.453
1563,2,20240413,304.453
1564,2,20240414,304.453
1565,2,20240415,303.815
1566,2,20240416,304.038
1567,2,20240417,299.19
1568,2,20240418,292.877
1569,2,20240419,300.028
1570,2,20240420,300.028
1571,2,20240421,300.028
1572,2,20240422,296.366
1573,2,20240423,292.107
1574,2,20240424,282.818
1575,2,20240425,280.249
1576,2,20240426,274.827
1577,2,20240427,274.827
1578,2,20240428,274.827
1579,2,20240429,281.733
1580,2,20240430,286.141
1581,2,20240501,283.33
1582,2,20240502,293.044
1583,2,20240503,297.506
1584,2,20240504,297.506
1585,2,20240505,297.506
1586,2,20240506,296.205
1587,2,20240507,285.248
1588,2,20240508,295.193
1589,2,20240509,289.188
1590,2,20240510,282.195
1591,2,20240511,282.195
1592,2,20240512,282.195
1593,2,20240513,286.665
1594,2,20240514,297.299
1595,2,20240515,303.621
1596,2,20240516,306.341
1597,2,20240517,309.227
1598,2,20240518,309.227
1599,2,20240519,309.227
1600,2,20240520,313.34
1601,2,20240521,317.064
1602,2,20240522,318.56
1603,2,20240523,319.217
1604,2,20240524,319.077
1605,2,20240525,319.077
1606,2,20240526,319.077
1607,2,20240527,315.628
1608,2,20240528,314.457
1609,2,20240529,306.629
1610,2,20240530,306.33
1611,2,20240531,301.941
1612,2,20240601,301.941
1613,2,20240602,301.941
1614,2,20240603,297.094
1615,2,20240604,298.044
1616,2,20240605,304.416
1617,2,20240606,308.761
1618,2,20240607,301.642
1619,2,20240608,301.642
1620,2,20240609,301.642
1621,2,20240610,297.315
1622,2,20240611,301.659
1623,2,20240612,297.364
1624,2,20240613,296.511
1625,2,20240614,299.106
1626,2,20240615,299.106
1627,2,20240616,299.106
1628,2,20240617,294.911
1629,2,20240618,295.525
1630,2,20240619,289.759
1631,2,20240620,287.29
1632,2,20240621,288.812
1633,2,20240622,288.812
1634,2,20240623,288.812
1635,2,20240624,282.055
1636,2,20240625,284.06
1637,2,20240626,284.118
1638,2,20240627,286.615
1639,2,20240628,287.721
1640,2,20240629,287.721
1641,2,20240630,287.721
1642,2,20240701,293.752
1643,2,20240702,294.451
1644,2,20240703,292.702
1645,2,20240704,293.385
1646,2,20240705,295.923
1647,2,20240706,295.923
1648,2,20240707,295.923
1649,2,20240708,296.288
1650,2,20240709,296.617
1651,2,20240710,293.642
1652,2,20240711,290.869
1653,2,20240712,284.895
1654,2,20240713,284.895
1655,2,20240714,284.895
1656,2,20240715,292.514
1657,2,20240716,287.203
1658,2,20240717,284.362
1659,2,20240718,281.44
1660,2,20240719,285.359
1661,2,20240720,285.359
1662,2,20240721,285.359
1663,2,20240722,284.239
1664,2,20240723,289.701
1665,2,20240724,286.919
1666,2,20240725,288.263
1667,2,20240726,284.795
1668,2,20240727,284.795
1669,2,20240728,284.795
1670,2,20240729,294.101
1671,2,20240730,289.009
1672,2,20240731,290.497
1673,2,20240801,293.404
1674,2,20240802,295.372
1675,2,20240803,295.372
1676,2,20240804,295.372
1677,2,20240805,294.699
1678,2,20240806,294.272
1679,2,20240807,294.613
1680,2,20240808,294.111
1681,2,20240809,298.51
1682,2,20240810,298.51
1683,2,20240811,298.51
1684,2,20240812,308.557
1685,2,20240813,306.131
1686,2,20240814,299.994
1687,2,20240815,299.747
1688,2,20240816,311.496
1689,2,20240817,311.496
1690,2,20240818,311.496
1691,2,20240819,307.897
1692,2,20240820,315.621
1693,2,20240821,323.722
1694,2,20240822,321.196
1695,2,20240823,324.098
1696,2,20240824,324.098
1697,2,20240825,324.098
1698,2,20240826,332.176
1699,2,20240827,330.453
1700,2,20240828,329.609
1701,2,20240829,326.898
1702,2,20240830,322.086
1703,2,20240831,322.086
1704,2,20240901,322.086
1705,2,20240902,319.11
1706,2,20240903,313.411
1707,2,20240904,313.728
1708,2,20240905,310.261
1709,2,20240906,311.504
1710,2,20240907,311.504
1711,2,20240908,311.504
1712,2,20240909,304.39
1713,2,20240910,306.053
1714,2,20240911,310.033
1715,2,20240912,300.916
1716,2,20240913,302.755
1717,2,20240914,302.755
1718,2,20240915,302.755
1719,2,20240916,308.482
1720,2,20240917,303.039
1721,2,20240918,310.793
1722,2,20240919,312.902
1723,2,20240920,309.749
1724,2,20240921,309.749
1725,2,20240922,309.749
1726,2,20240923,309.645
1727,2,20240924,312.393
1728,2,20240925,312.905
1729,2,20240926,315.59
1730,2,20240927,311.389
1731,2,20240928,311.389
1732,2,20240929,311.389
1733,2,20240930,312.336
1734,2,20241001,305.869
1735,2,20241002,305.512
1736,2,20241003,301.522
1737,2,20241004,298.346
1738,2,20241005,298.346
1739,2,20241006,298.346
1740,2,20241007,304.027
1741,2,20241008,309.156
1742,2,20241009,312.135
1743,2,20241010,307.177
1744,2,20241011,305.873
1745,2,20241012,305.873
1746,2,20241013,305.873
1747,2,20241014,311.592
1748,2,20241015,312.41
1749,2,20241016,323.435
1750,2,20241017,325.505
1751,2,20241018,326.605
1752,2,20241019,326.605
1753,2,20241020,326.605
1754,2,20241021,325.254
1755,2,20241022,326.068
1756,2,20241023,325.485
1757,2,20241024,329.105
1758,2,20241025,333.992
1759,2,20241026,333.992
1760,2,20241027,333.992
1761,2,20241028,330.221
1762,2,20241029,323.792
1763,2,20241030,315.036
1764,2,20241031,317.594
1765,2,20241101,312.496
1766,2,20241102,312.496
1767,2,20241103,312.496
1768,2,20241104,302.561
1769,2,20241105,304.476
1770,2,20241106,316.014
1771,2,20241107,316.143
1772,2,20241108,320.277
1773,2,20241109,320.277
1774,2,20241110,320.277
1775,2,20241111,320.83
1776,2,20241112,320.515
1777,2,20241113,325.094
1778,2,20241114,323.841
1779,2,20241115,325.302
1780,2,20241116,325.302
1781,2,20241117,325.302
1782,2,20241118,327.034
1783,2,20241119,323.92
1784,2,20241120,328.902
1785,2,20241121,328.203
1786,2,20241122,324.647
1787,2,20241123,324.647
1788,2,20241124,324.647
1789,2,20241125,327.422
1790,2,20241126,323.173
1791,2,20241127,323.471
1792,2,20241128,323.588
1793,2,20241129,329.021
1794,2,20241130,329.021
1795,2,20241201,329.021
1796,2,20241202,331.528
1797,2,20241203,331.569
1798,2,20241204,335.802
1799,2,20241205,342.972
1800,2,20241206,346.013
1801,2,20241207,346.013
1802,2,20241208,346.013
1803,2,20241209,346.24
1804,2,20241210,339.6
1805,2,20241211,334.344
1806,2,20241212,332.98
1807,2,20241213,330.102
1808,2,20241214,330.102
1809,2,20241215,330.102
1810,2,20241216,329.341
1811,2,20241217,329.786
1812,2,20241218,332.571
1813,2,20241219,332.386
1814,2,20241220,334.978
1815,2,20241221,334.978
1816,2,20241222,334.978
1817,2,20241223,335.469
1818,2,20241224,325.696
1819,2,20241225,321.27
1820,2,20241226,320.736
1821,2,20241227,315.076
1822,2,20241228,315.076
1823,2,20241229,315.076
1824,2,20241230,318.069
1825,2,20241231,325.531
1826,2,20250101,331.645
1827,2,20250102,330.749
1828,2,20250103,338.31
1829,2,20250104,338.31
1830,2,20250105,338.31
1831,2,20250106,339.234
1832,2,20250107,337.688
1833,2,20250108,334.75
1834,2,20250109,333.399
1835,2,20250110,331.624
1836,2,20250111,331.624
1837,2,20250112,331.624
1838,2,20250113,332.638
1839,2,20250114,333.606
1840,2,20250115,333.788
1841,2,20250116,336.143
1842,2,20250117,342.314
1843,2,20250118,342.314
1844,2,20250119,342.314
1845,2,20250120,347.361
1846,2,20250121,339.798
1847,2,20250122,326.951
1848,2,20250123,331.697
1849,2,20250124,325.062
1850,2,20250125,325.062
1851,2,20250126,325.062
1852,2,20250127,324.129
1853,2,20250128,318.602
1854,2,20250129,310.15
1855,2,20250130,312.824
1856,2,20250131,316.543
1857,2,20250201,316.543
1858,2,20250202,316.543
1859,2,20250203,313.964
1860,2,20250204,301.919
1861,2,20250205,299.596
1862,2,20250206,301.507
1863,2,20250207,294.969
1864,2,20250208,294.969
1865,2,20250209,294.969
1866,2,20250210,295.928
1867,2,20250211,296.008
1868,2,20250212,298.728
1869,2,20250213,299.413
1870,2,20250214,295.192
1871,2,20250215,295.192
1872,2,20250216,295.192
1873,2,20250217,300.638
1874,2,20250218,300.073
1875,2,20250219,300.1
1876,2,20250220,296.049
1877,2,20250221,294.229
1878,2,20250222,294.229
1879,2,20250223,294.229
1880,2,20250224,290.471
1881,2,20250225,289.863
1882,2,20250226,297.45
1883,2,20250227,291.478
1884,2,20250228,284.569
1885,2,20250301,284.569
1886,2,20250302,284.569
1887,2,20250303,290.991
1888,2,20250304,290.223
1889,2,20250305,287.455
1890,2,20250306,292.083
1891,2,20250307,289.576
1892,2,20250308,289.576
1893,2,20250309,289.576
1894,2,20250310,297.652
1895,2,20250311,300.828
1896,2,20250312,298.777
1897,2,20250313,308.595
1898,2,20250314,305.945
1899,2,20250315,305.945
1900,2,20250316,305.945
1901,2,20250317,309.504
1902,2,20250318,311.048
1903,2,20250319,317.277
1904,2,20250320,324.867
1905,2,20250321,325.185
1906,2,20250322,325.185
1907,2,20250323,325.185
1908,2,20250324,321.673
1909,2,20250325,324.053
1910,2,20250326,320.921
1911,2,20250327,330.774
1912,2,20250328,331.617
1913,2,20250329,331.617
1914,2,20250330,331.617
1915,2,20250331,329.966
1916,2,20250401,331.045
1917,2,20250402,324.521
1918,2,20250403,319.954
1919,2,20250404,325.875
1920,2,20250405,325.875
1921,2,20250406,325.875
1922,2,20250407,322.827
1923,2,20250408,317.919
1924,2,20250409,320.637
1925,2,20250410,326.5
1926,2,20250411,330.184
1927,2,20250412,330.184
1928,2,20250413,330.184
1929,2,20250414,335.282
1930,2,20250415,331.644
1931,2,20250416,324.737
1932,2,20250417,332.212
1933,2,20250418,330.77
1934,2,20250419,330.77
1935,2,20250420,330.77
1936,2,20250421,329.691
1937,2,20250422,336.424
1938,2,20250423,339.399
1939,2,20250424,341.89
1940,2,20250425,353.164
1941,2,20250426,353.164
1942,2,20250427,353.164
1943,2,20250428,349.932
1944,2,20250429,354.977
1945,2,20250430,355.458
1946,2,20250501,357.068
1947,2,20250502,365.433
1948,2,20250503,365.433
1949,2,20250504,365.433
1950,2,20250505,368.399
1951,2,20250506,371.558
1952,2,20250507,377.721
1953,2,20250508,375.842
1954,2,20250509,371.299
1955,2,20250510,371.299
1956,2,20250511,371.299
1957,2,20250512,365.666
1958,2,20250513,355.063
1959,2,20250514,366.192
1960,2,20250515,360.315
1961,2,20250516,359.299
1962,2,20250517,359.299
1963,2,20250518,359.299
1964,2,20250519,357.987
1965,2,20250520,359.817
1966,2,20250521,364.4
1967,2,20250522,369.286
1968,2,20250523,366.241
1969,2,20250524,366.241
1970,2,20250525,366.241
1971,2,20250526,365.506
1972,2,20250527,367.238
1973,2,20250528,366.052
1974,2,20250529,375.061
1975,2,20250530,378.011
1976,2,20250531,378.011
1977,2,20250601,378.011
1978,2,20250602,382.367
1979,2,20250603,386.36
1980,2,20250604,393.354
1981,2,20250605,394.619
1982,2,20250606,387.14
1983,2,20250607,387.14
1984,2,20250608,387.14
1985,2,20250609,389.655
1986,2,20250610,386.043
1987,2,20250611,383.175
1988,2,20250612,386.737
1989,2,20250613,394.114
1990,2,20250614,394.114
1991,2,20250615,394.114
1992,2,20250616,394.437
1993,2,20250617,396.461
1994,2,20250618,406.782
1995,2,20250619,408.454
1996,2,20250620,424.598
1997,2,20250621,424.598
1998,2,20250622,424.598
1999,2,20250623,428.412
2000,2,20250624,417.311
2001,2,20250625,422.235
2002,2,20250626,424.86
2003,2,20250627,433.292
2004,2,20250628,433.292
2005,2,20250629,433.292
2006,2,20250630,437.884
2007,2,20250701,437.194
2008,2,20250702,429.384
2009,2,20250703,428.252
2010,2,20250704,423.003
2011,2,20250705,423.003
2012,2,20250706,423.003
2013,2,20250707,419.531
2014,2,20250708,423.445
2015,2,20250709,434.263
2016,2,20250710,437.051
2017,2,20250711,429.43
2018,2,20250712,429.43
2019,2,20250713,429.43
2020,2,20250714,432.509
2021,2,20250715,440.489
2022,2,20250716,436.68
2023,2,20250717,436.021
2024,2,20250718,436.335
2025,2,20250719,436.335
2026,2,20250720,436.335
2027,2,20250721,431.416
2028,2,20250722,435.827
2029,2,20250723,435.254
2030,2,20250724,438.211
2031,2,20250725,432.596
2032,2,20250726,432.596
2033,2,20250727,432.596
2034,2,20250728,429.974
2035,2,20250729,434.848
2036,2,20250730,432.634
2037,2,20250731,444.057
2038,2,20250801,441.617
2039,2,20250802,441.617
2040,2,20250803,441.617
2041,2,20250804,443.326
2042,2,20250805,449.749
2043,2,20250806,440.405
2044,2,20250807,428.993
2045,2,20250808,419.39
2046,2,20250809,419.39
2047,2,20250810,419.39
2048,2,20250811,427.542
2049,2,20250812,424.217
2050,2,20250813,440.708
2051,2,20250814,437.198
2052,2,20250815,438.627
2053,2,20250816,438.627
2054,2,20250817,438.627
2055,2,20250818,448.992
2056,2,20250819,462.727
2057,2,20250820,477.267
2058,2,20250821,486.156
2059,2,20250822,493.867
2060,2,20250823,493.867
2061,2,20250824,493.867
2062,2,20250825,498.503
2063,2,20250826,504.572
2064,2,20250827,500.653
2065,2,20250828,494.759
2066,2,20250829,494.981
2067,2,20250830,494.981
2068,2,20250831,494.981
2069,2,20250901,493.965
2070,2,20250902,490.854
2071,2,20250903,496.227
2072,2,20250904,503.586
2073,2,20250905,504.506
2074,2,20250906,504.506
2075,2,20250907,504.506
2076,2,20250908,515.94
2077,2,20250909,507.362
2078,2,20250910,506.142
2079,2,20250911,500.953
2080,2,20250912,487.178
2081,2,20250913,487.178
2082,2,20250914,487.178
2083,2,20250915,486.817
2084,2,20250916,486.171
2085,2,20250917,497.451
2086,2,20250918,502.407
2087,2,20250919,494.94
2088,2,20250920,494.94
2089,2,20250921,494.94
2090,2,20250922,508.952
2091,2,20250923,518.528
2092,2,20250924,523.315
2093,2,20250925,521.799
2094,2,20250926,514.55
2095,2,20250927,514.55
2096,2,20250928,514.55
2097,2,20250929,511.934
2098,2,20250930,520.55
2099,2,20251001,535.526
2100,2,20251002,548.19
2101,2,20251003,544.444
2102,2,20251004,544.444
2103,2,20251005,544.444
2104,2,20251006,535.573
2105,2,20251007,536.973
2106,2,20251008,522.997
2107,2,20251009,525.794
2108,2,20251010,524.893
2109,2,20251011,524.893
2110,2,20251012,524.893
2111,2,20251013,521.486
2112,2,20251014,509.273
2113,2,20251015,513.451
2114,2,20251016,509.605
2115,2,20251017,500.917
2116,2,20251018,500.917
2117,2,20251019,500.917
2118,2,20251020,479.586
2119,2,20251021,479.628
2120,2,20251022,492.618
2121,2,20251023,505.14
2122,2,20251024,501.929
2123,2,20251025,501.929
2124,2,20251026,501.929
2125,2,20251027,497.646
2126,2,20251028,501.394
2127,2,20251029,494.136
2128,2,20251030,496.62
2129,2,20251031,502.575
2130,2,20251101,502.575
2131,2,20251102,502.575
2132,2,20251103,512.076
2133,2,20251104,511.563
2134,2,20251105,510.256
2135,2,20251106,503.791
2136,2,20251107,497.794
2137,2,20251108,497.794
2138,2,20251109,497.794
2139,2,20251110,496.352
2140,2,20251111,499.335
2141,2,20251112,506.427
2142,2,20251113,500.579
2143,2,20251114,512.037
2144,2,20251115,512.037
2145,2,20251116,512.037
2146,2,20251117,510.211
2147,2,20251118,510.303
2148,2,20251119,504.839
2149,2,20251120,486.734
2150,2,20251121,493.432
2151,2,20251122,493.432
2152,2,20251123,493.432
2153,2,20251124,499.132
2154,2,20251125,497.275
2155,2,20251126,498.023
2156,2,20251127,502.126
2157,2,20251128,490.608
2158,2,20251129,490.608
2159,2,20251130,490.608
2160,2,20251201,486.96
2161,2,20251202,493.005
2162,2,20251203,483.976
2163,2,20251204,486.349
2164,2,20251205,476.696
2165,2,20251206,476.696
2166,2,20251207,476.696
2167,2,20251208,480.27
2168,2,20251209,480.253
2169,2,20251210,468.858
2170,2,20251211,477.284
2171,2,20251212,472.264
2172,2,20251213,472.264
2173,2,20251214,472.264
2174,2,20251215,466.76
2175,2,20251216,468.398
2176,2,20251217,476.702
2177,2,20251218,469.677
2178,2,20251219,470.346
2179,2,20251220,470.346
2180,2,20251221,470.346
2181,2,20251222,473.607
2182,2,20251223,478.768
2183,2,20251224,480.275
2184,2,20251225,477.871
2185,2,20251226,472.178
2186,2,20251227,472.178
2187,2,20251228,472.178
2188,2,20251229,473.024
2189,2,20251230,465.653
2190,2,20251231,445.481
2191,3,20230102,41.551
2192,3,20230103,42.825
2193,3,20230104,43.983
2194,3,20230105,43.323
2195,3,20230106,42.883
2196,3,20230107,42.883
2197,3,20230108,42.883
2198,3,20230109,42.952
2199,3,20230110,43.874
2200,3,20230111,43.933
2201,3,20230112,43.528
2202,3,20230113,43.511
2203,3,20230114,43.511
2204,3,20230115,43.511
2205,3,20230116,43.123
2206,3,20230117,43.534
2207,3,20230118,43.093
2208,3,20230119,42.785
2209,3,20230120,43.552
2210,3,20230121,43.552
2211,3,20230122,43.552
2212,3,20230123,43.072
2213,3,20230124,42.159
2214,3,20230125,42.24
2215,3,20230126,42.033
2216,3,20230127,42.376
2217,3,20230128,42.376
2218,3,20230129,42.376
2219,3,20230130,42.599
2220,3,20230131,42.6
2221,3,20230201,42.582
2222,3,20230202,42.133
2223,3,20230203,42.207
2224,3,20230204,42.207
2225,3,20230205,42.207
2226,3,20230206,42.786
