date,amfi_code,scheme_name,nav
2024-02-27,100002,SBI Bluechip Fund,244.864
2024-02-28,100002,SBI Bluechip Fund,245.785
2024-02-29,100002,SBI Bluechip Fund,249.116
2024-03-01,100002,SBI Bluechip Fund,251.093
2024-03-02,100002,SBI Bluechip Fund,251.093
2024-03-03,100002,SBI Bluechip Fund,251.093
2024-03-04,100002,SBI Bluechip Fund,251.785
2024-03-05,100002,SBI Bluechip Fund,253.289
2024-03-06,100002,SBI Bluechip Fund,262.547
2024-03-07,100002,SBI Bluechip Fund,262.451
2024-03-08,100002,SBI Bluechip Fund,263.374
2024-03-09,100002,SBI Bluechip Fund,263.374
2024-03-10,100002,SBI Bluechip Fund,263.374
2024-03-11,100002,SBI Bluechip Fund,267.656
2024-03-12,100002,SBI Bluechip Fund,272.228
2024-03-13,100002,SBI Bluechip Fund,277.211
2024-03-14,100002,SBI Bluechip Fund,280.006
2024-03-15,100002,SBI Bluechip Fund,275.345
2024-03-16,100002,SBI Bluechip Fund,275.345
2024-03-17,100002,SBI Bluechip Fund,275.345
2024-03-18,100002,SBI Bluechip Fund,282.229
2024-03-19,100002,SBI Bluechip Fund,277.517
2024-03-20,100002,SBI Bluechip Fund,278.916
2024-03-21,100002,SBI Bluechip Fund,275.9
2024-03-22,100002,SBI Bluechip Fund,275.773
2024-03-23,100002,SBI Bluechip Fund,275.773
2024-03-24,100002,SBI Bluechip Fund,275.773
2024-03-25,100002,SBI Bluechip Fund,277.271
2024-03-26,100002,SBI Bluechip Fund,278.746
2024-03-27,100002,SBI Bluechip Fund,280.65
2024-03-28,100002,SBI Bluechip Fund,287.584
2024-03-29,100002,SBI Bluechip Fund,289.684
2024-03-30,100002,SBI Bluechip Fund,289.684
2024-03-31,100002,SBI Bluechip Fund,289.684
2024-04-01,100002,SBI Bluechip Fund,288.768
2024-04-02,100002,SBI Bluechip Fund,293.088
2024-04-03,100002,SBI Bluechip Fund,298.464
2024-04-04,100002,SBI Bluechip Fund,293.117
2024-04-05,100002,SBI Bluechip Fund,295.89
2024-04-06,100002,SBI Bluechip Fund,295.89
2024-04-07,100002,SBI Bluechip Fund,295.89
2024-04-08,100002,SBI Bluechip Fund,299.15
2024-04-09,100002,SBI Bluechip Fund,297.964
2024-04-10,100002,SBI Bluechip Fund,304.262
2024-04-11,100002,SBI Bluechip Fund,303.729
2024-04-12,100002,SBI Bluechip Fund,304.453
2024-04-13,100002,SBI Bluechip Fund,304.453
2024-04-14,100002,SBI Bluechip Fund,304.453
2024-04-15,100002,SBI Bluechip Fund,303.815
2024-04-16,100002,SBI Bluechip Fund,304.038
2024-04-17,100002,SBI Bluechip Fund,299.19
2024-04-18,100002,SBI Bluechip Fund,292.877
2024-04-19,100002,SBI Bluechip Fund,300.028
2024-04-20,100002,SBI Bluechip Fund,300.028
2024-04-21,100002,SBI Bluechip Fund,300.028
2024-04-22,100002,SBI Bluechip Fund,296.366
2024-04-23,100002,SBI Bluechip Fund,292.107
2024-04-24,100002,SBI Bluechip Fund,282.818
2024-04-25,100002,SBI Bluechip Fund,280.249
2024-04-26,100002,SBI Bluechip Fund,274.827
2024-04-27,100002,SBI Bluechip Fund,274.827
2024-04-28,100002,SBI Bluechip Fund,274.827
2024-04-29,100002,SBI Bluechip Fund,281.733
2024-04-30,100002,SBI Bluechip Fund,286.141
2024-05-01,100002,SBI Bluechip Fund,283.33
2024-05-02,100002,SBI Bluechip Fund,293.044
2024-05-03,100002,SBI Bluechip Fund,297.506
2024-05-04,100002,SBI Bluechip Fund,297.506
2024-05-05,100002,SBI Bluechip Fund,297.506
2024-05-06,100002,SBI Bluechip Fund,296.205
2024-05-07,100002,SBI Bluechip Fund,285.248
2024-05-08,100002,SBI Bluechip Fund,295.193
2024-05-09,100002,SBI Bluechip Fund,289.188
2024-05-10,100002,SBI Bluechip Fund,282.195
2024-05-11,100002,SBI Bluechip Fund,282.195
2024-05-12,100002,SBI Bluechip Fund,282.195
2024-05-13,100002,SBI Bluechip Fund,286.665
2024-05-14,100002,SBI Bluechip Fund,297.299
2024-05-15,100002,SBI Bluechip Fund,303.621
2024-05-16,100002,SBI Bluechip Fund,306.341
2024-05-17,100002,SBI Bluechip Fund,309.227
2024-05-18,100002,SBI Bluechip Fund,309.227
2024-05-19,100002,SBI Bluechip Fund,309.227
2024-05-20,100002,SBI Bluechip Fund,313.34
2024-05-21,100002,SBI Bluechip Fund,317.064
2024-05-22,100002,SBI Bluechip Fund,318.56
2024-05-23,100002,SBI Bluechip Fund,319.217
2024-05-24,100002,SBI Bluechip Fund,319.077
2024-05-25,100002,SBI Bluechip Fund,319.077
2024-05-26,100002,SBI Bluechip Fund,319.077
2024-05-27,100002,SBI Bluechip Fund,315.628
2024-05-28,100002,SBI Bluechip Fund,314.457
2024-05-29,100002,SBI Bluechip Fund,306.629
2024-05-30,100002,SBI Bluechip Fund,306.33
2024-05-31,100002,SBI Bluechip Fund,301.941
2024-06-01,100002,SBI Bluechip Fund,301.941
2024-06-02,100002,SBI Bluechip Fund,301.941
2024-06-03,100002,SBI Bluechip Fund,297.094
2024-06-04,100002,SBI Bluechip Fund,298.044
2024-06-05,100002,SBI Bluechip Fund,304.416
2024-06-06,100002,SBI Bluechip Fund,308.761
2024-06-07,100002,SBI Bluechip Fund,301.642
2024-06-08,100002,SBI Bluechip Fund,301.642
2024-06-09,100002,SBI Bluechip Fund,301.642
2024-06-10,100002,SBI Bluechip Fund,297.315
2024-06-11,100002,SBI Bluechip Fund,301.659
2024-06-12,100002,SBI Bluechip Fund,297.364
2024-06-13,100002,SBI Bluechip Fund,296.511
2024-06-14,100002,SBI Bluechip Fund,299.106
2024-06-15,100002,SBI Bluechip Fund,299.106
2024-06-16,100002,SBI Bluechip Fund,299.106
2024-06-17,100002,SBI Bluechip Fund,294.911
2024-06-18,100002,SBI Bluechip Fund,295.525
2024-06-19,100002,SBI Bluechip Fund,289.759
2024-06-20,100002,SBI Bluechip Fund,287.29
2024-06-21,100002,SBI Bluechip Fund,288.812
2024-06-22,100002,SBI Bluechip Fund,288.812
2024-06-23,100002,SBI Bluechip Fund,288.812
2024-06-24,100002,SBI Bluechip Fund,282.055
2024-06-25,100002,SBI Bluechip Fund,284.06
2024-06-26,100002,SBI Bluechip Fund,284.118
2024-06-27,100002,SBI Bluechip Fund,286.615
2024-06-28,100002,SBI Bluechip Fund,287.721
2024-06-29,100002,SBI Bluechip Fund,287.721
2024-06-30,100002,SBI Bluechip Fund,287.721
2024-07-01,100002,SBI Bluechip Fund,293.752
2024-07-02,100002,SBI Bluechip Fund,294.451
2024-07-03,100002,SBI Bluechip Fund,292.702
2024-07-04,100002,SBI Bluechip Fund,293.385
2024-07-05,100002,SBI Bluechip Fund,295.923
2024-07-06,100002,SBI Bluechip Fund,295.923
2024-07-07,100002,SBI Bluechip Fund,295.923
2024-07-08,100002,SBI Bluechip Fund,296.288
2024-07-09,100002,SBI Bluechip Fund,296.617
2024-07-10,100002,SBI Bluechip Fund,293.642
2024-07-11,100002,SBI Bluechip Fund,290.869
2024-07-12,100002,SBI Bluechip Fund,284.895
2024-07-13,100002,SBI Bluechip Fund,284.895
2024-07-14,100002,SBI Bluechip Fund,284.895
2024-07-15,100002,SBI Bluechip Fund,292.514
2024-07-16,100002,SBI Bluechip Fund,287.203
2024-07-17,100002,SBI Bluechip Fund,284.362
2024-07-18,100002,SBI Bluechip Fund,281.44
2024-07-19,100002,SBI Bluechip Fund,285.359
2024-07-20,100002,SBI Bluechip Fund,285.359
2024-07-21,100002,SBI Bluechip Fund,285.359
2024-07-22,100002,SBI Bluechip Fund,284.239
2024-07-23,100002,SBI Bluechip Fund,289.701
2024-07-24,100002,SBI Bluechip Fund,286.919
2024-07-25,100002,SBI Bluechip Fund,288.263
2024-07-26,100002,SBI Bluechip Fund,284.795
2024-07-27,100002,SBI Bluechip Fund,284.795
2024-07-28,100002,SBI Bluechip Fund,284.795
2024-07-29,100002,SBI Bluechip Fund,294.101
2024-07-30,100002,SBI Bluechip Fund,289.009
2024-07-31,100002,SBI Bluechip Fund,290.497
2024-08-01,100002,SBI Bluechip Fund,293.404
2024-08-02,100002,SBI Bluechip Fund,295.372
2024-08-03,100002,SBI Bluechip Fund,295.372
2024-08-04,100002,SBI Bluechip Fund,295.372
2024-08-05,100002,SBI Bluechip Fund,294.699
2024-08-06,100002,SBI Bluechip Fund,294.272
2024-08-07,100002,SBI Bluechip Fund,294.613
2024-08-08,100002,SBI Bluechip Fund,294.111
2024-08-09,100002,SBI Bluechip Fund,298.51
2024-08-10,100002,SBI Bluechip Fund,298.51
2024-08-11,100002,SBI Bluechip Fund,298.51
2024-08-12,100002,SBI Bluechip Fund,308.557
2024-08-13,100002,SBI Bluechip Fund,306.131
2024-08-14,100002,SBI Bluechip Fund,299.994
2024-08-15,100002,SBI Bluechip Fund,299.747
2024-08-16,100002,SBI Bluechip Fund,311.496
2024-08-17,100002,SBI Bluechip Fund,311.496
2024-08-18,100002,SBI Bluechip Fund,311.496
2024-08-19,100002,SBI Bluechip Fund,307.897
2024-08-20,100002,SBI Bluechip Fund,315.621
2024-08-21,100002,SBI Bluechip Fund,323.722
2024-08-22,100002,SBI Bluechip Fund,321.196
2024-08-23,100002,SBI Bluechip Fund,324.098
2024-08-24,100002,SBI Bluechip Fund,324.098
2024-08-25,100002,SBI Bluechip Fund,324.098
2024-08-26,100002,SBI Bluechip Fund,332.176
2024-08-27,100002,SBI Bluechip Fund,330.453
2024-08-28,100002,SBI Bluechip Fund,329.609
2024-08-29,100002,SBI Bluechip Fund,326.898
2024-08-30,100002,SBI Bluechip Fund,322.086
2024-08-31,100002,SBI Bluechip Fund,322.086
2024-09-01,100002,SBI Bluechip Fund,322.086
2024-09-02,100002,SBI Bluechip Fund,319.11
2024-09-03,100002,SBI Bluechip Fund,313.411
2024-09-04,100002,SBI Bluechip Fund,313.728
2024-09-05,100002,SBI Bluechip Fund,310.261
2024-09-06,100002,SBI Bluechip Fund,311.504
2024-09-07,100002,SBI Bluechip Fund,311.504
2024-09-08,100002,SBI Bluechip Fund,311.504
2024-09-09,100002,SBI Bluechip Fund,304.39
2024-09-10,100002,SBI Bluechip Fund,306.053
2024-09-11,100002,SBI Bluechip Fund,310.033
2024-09-12,100002,SBI Bluechip Fund,300.916
2024-09-13,100002,SBI Bluechip Fund,302.755
2024-09-14,100002,SBI Bluechip Fund,302.755
2024-09-15,100002,SBI Bluechip Fund,302.755
2024-09-16,100002,SBI Bluechip Fund,308.482
2024-09-17,100002,SBI Bluechip Fund,303.039
2024-09-18,100002,SBI Bluechip Fund,310.793
2024-09-19,100002,SBI Bluechip Fund,312.902
2024-09-20,100002,SBI Bluechip Fund,309.749
2024-09-21,100002,SBI Bluechip Fund,309.749
2024-09-22,100002,SBI Bluechip Fund,309.749
2024-09-23,100002,SBI Bluechip Fund,309.645
2024-09-24,100002,SBI Bluechip Fund,312.393
2024-09-25,100002,SBI Bluechip Fund,312.905
2024-09-26,100002,SBI Bluechip Fund,315.59
2024-09-27,100002,SBI Bluechip Fund,311.389
2024-09-28,100002,SBI Bluechip Fund,311.389
2024-09-29,100002,SBI Bluechip Fund,311.389
2024-09-30,100002,SBI Bluechip Fund,312.336
2024-10-01,100002,SBI Bluechip Fund,305.869
2024-10-02,100002,SBI Bluechip Fund,305.512
2024-10-03,100002,SBI Bluechip Fund,301.522
2024-10-04,100002,SBI Bluechip Fund,298.346
2024-10-05,100002,SBI Bluechip Fund,298.346
2024-10-06,100002,SBI Bluechip Fund,298.346
2024-10-07,100002,SBI Bluechip Fund,304.027
2024-10-08,100002,SBI Bluechip Fund,309.156
2024-10-09,100002,SBI Bluechip Fund,312.135
2024-10-10,100002,SBI Bluechip Fund,307.177
2024-10-11,100002,SBI Bluechip Fund,305.873
2024-10-12,100002,SBI Bluechip Fund,305.873
2024-10-13,100002,SBI Bluechip Fund,305.873
2024-10-14,100002,SBI Bluechip Fund,311.592
2024-10-15,100002,SBI Bluechip Fund,312.41
2024-10-16,100002,SBI Bluechip Fund,323.435
2024-10-17,100002,SBI Bluechip Fund,325.505
2024-10-18,100002,SBI Bluechip Fund,326.605
2024-10-19,100002,SBI Bluechip Fund,326.605
2024-10-20,100002,SBI Bluechip Fund,326.605
2024-10-21,100002,SBI Bluechip Fund,325.254
2024-10-22,100002,SBI Bluechip Fund,326.068
2024-10-23,100002,SBI Bluechip Fund,325.485
2024-10-24,100002,SBI Bluechip Fund,329.105
2024-10-25,100002,SBI Bluechip Fund,333.992
2024-10-26,100002,SBI Bluechip Fund,333.992
2024-10-27,100002,SBI Bluechip Fund,333.992
2024-10-28,100002,SBI Bluechip Fund,330.221
2024-10-29,100002,SBI Bluechip Fund,323.792
2024-10-30,100002,SBI Bluechip Fund,315.036
2024-10-31,100002,SBI Bluechip Fund,317.594
2024-11-01,100002,SBI Bluechip Fund,312.496
2024-11-02,100002,SBI Bluechip Fund,312.496
2024-11-03,100002,SBI Bluechip Fund,312.496
2024-11-04,100002,SBI Bluechip Fund,302.561
2024-11-05,100002,SBI Bluechip Fund,304.476
2024-11-06,100002,SBI Bluechip Fund,316.014
2024-11-07,100002,SBI Bluechip Fund,316.143
2024-11-08,100002,SBI Bluechip Fund,320.277
2024-11-09,100002,SBI Bluechip Fund,320.277
2024-11-10,100002,SBI Bluechip Fund,320.277
2024-11-11,100002,SBI Bluechip Fund,320.83
2024-11-12,100002,SBI Bluechip Fund,320.515
2024-11-13,100002,SBI Bluechip Fund,325.094
2024-11-14,100002,SBI Bluechip Fund,323.841
2024-11-15,100002,SBI Bluechip Fund,325.302
2024-11-16,100002,SBI Bluechip Fund,325.302
2024-11-17,100002,SBI Bluechip Fund,325.302
2024-11-18,100002,SBI Bluechip Fund,327.034
2024-11-19,100002,SBI Bluechip Fund,323.92
2024-11-20,100002,SBI Bluechip Fund,328.902
2024-11-21,100002,SBI Bluechip Fund,328.203
2024-11-22,100002,SBI Bluechip Fund,324.647
2024-11-23,100002,SBI Bluechip Fund,324.647
2024-11-24,100002,SBI Bluechip Fund,324.647
2024-11-25,100002,SBI Bluechip Fund,327.422
2024-11-26,100002,SBI Bluechip Fund,323.173
2024-11-27,100002,SBI Bluechip Fund,323.471
2024-11-28,100002,SBI Bluechip Fund,323.588
2024-11-29,100002,SBI Bluechip Fund,329.021
2024-11-30,100002,SBI Bluechip Fund,329.021
2024-12-01,100002,SBI Bluechip Fund,329.021
2024-12-02,100002,SBI Bluechip Fund,331.528
2024-12-03,100002,SBI Bluechip Fund,331.569
2024-12-04,100002,SBI Bluechip Fund,335.802
2024-12-05,100002,SBI Bluechip Fund,342.972
2024-12-06,100002,SBI Bluechip Fund,346.013
2024-12-07,100002,SBI Bluechip Fund,346.013
2024-12-08,100002,SBI Bluechip Fund,346.013
2024-12-09,100002,SBI Bluechip Fund,346.24
2024-12-10,100002,SBI Bluechip Fund,339.6
2024-12-11,100002,SBI Bluechip Fund,334.344
2024-12-12,100002,SBI Bluechip Fund,332.98
2024-12-13,100002,SBI Bluechip Fund,330.102
2024-12-14,100002,SBI Bluechip Fund,330.102
2024-12-15,100002,SBI Bluechip Fund,330.102
2024-12-16,100002,SBI Bluechip Fund,329.341
2024-12-17,100002,SBI Bluechip Fund,329.786
2024-12-18,100002,SBI Bluechip Fund,332.571
2024-12-19,100002,SBI Bluechip Fund,332.386
2024-12-20,100002,SBI Bluechip Fund,334.978
2024-12-21,100002,SBI Bluechip Fund,334.978
2024-12-22,100002,SBI Bluechip Fund,334.978
2024-12-23,100002,SBI Bluechip Fund,335.469
2024-12-24,100002,SBI Bluechip Fund,325.696
2024-12-25,100002,SBI Bluechip Fund,321.27
2024-12-26,100002,SBI Bluechip Fund,320.736
2024-12-27,100002,SBI Bluechip Fund,315.076
2024-12-28,100002,SBI Bluechip Fund,315.076
2024-12-29,100002,SBI Bluechip Fund,315.076
2024-12-30,100002,SBI Bluechip Fund,318.069
2024-12-31,100002,SBI Bluechip Fund,325.531
2025-01-01,100002,SBI Bluechip Fund,331.645
2025-01-02,100002,SBI Bluechip Fund,330.749
2025-01-03,100002,SBI Bluechip Fund,338.31
2025-01-04,100002,SBI Bluechip Fund,338.31
2025-01-05,100002,SBI Bluechip Fund,338.31
2025-01-06,100002,SBI Bluechip Fund,339.234
2025-01-07,100002,SBI Bluechip Fund,337.688
2025-01-08,100002,SBI Bluechip Fund,334.75
2025-01-09,100002,SBI Bluechip Fund,333.399
2025-01-10,100002,SBI Bluechip Fund,331.624
2025-01-11,100002,SBI Bluechip Fund,331.624
2025-01-12,100002,SBI Bluechip Fund,331.624
2025-01-13,100002,SBI Bluechip Fund,332.638
2025-01-14,100002,SBI Bluechip Fund,333.606
2025-01-15,100002,SBI Bluechip Fund,333.788
2025-01-16,100002,SBI Bluechip Fund,336.143
2025-01-17,100002,SBI Bluechip Fund,342.314
2025-01-18,100002,SBI Bluechip Fund,342.314
2025-01-19,100002,SBI Bluechip Fund,342.314
2025-01-20,100002,SBI Bluechip Fund,347.361
2025-01-21,100002,SBI Bluechip Fund,339.798
2025-01-22,100002,SBI Bluechip Fund,326.951
2025-01-23,100002,SBI Bluechip Fund,331.697
2025-01-24,100002,SBI Bluechip Fund,325.062
2025-01-25,100002,SBI Bluechip Fund,325.062
2025-01-26,100002,SBI Bluechip Fund,325.062
2025-01-27,100002,SBI Bluechip Fund,324.129
2025-01-28,100002,SBI Bluechip Fund,318.602
2025-01-29,100002,SBI Bluechip Fund,310.15
2025-01-30,100002,SBI Bluechip Fund,312.824
2025-01-31,100002,SBI Bluechip Fund,316.543
2025-02-01,100002,SBI Bluechip Fund,316.543
2025-02-02,100002,SBI Bluechip Fund,316.543
2025-02-03,100002,SBI Bluechip Fund,313.964
2025-02-04,100002,SBI Bluechip Fund,301.919
2025-02-05,100002,SBI Bluechip Fund,299.596
2025-02-06,100002,SBI Bluechip Fund,301.507
2025-02-07,100002,SBI Bluechip Fund,294.969
2025-02-08,100002,SBI Bluechip Fund,294.969
2025-02-09,100002,SBI Bluechip Fund,294.969
2025-02-10,100002,SBI Bluechip Fund,295.928
2025-02-11,100002,SBI Bluechip Fund,296.008
2025-02-12,100002,SBI Bluechip Fund,298.728
2025-02-13,100002,SBI Bluechip Fund,299.413
2025-02-14,100002,SBI Bluechip Fund,295.192
2025-02-15,100002,SBI Bluechip Fund,295.192
2025-02-16,100002,SBI Bluechip Fund,295.192
2025-02-17,100002,SBI Bluechip Fund,300.638
2025-02-18,100002,SBI Bluechip Fund,300.073
2025-02-19,100002,SBI Bluechip Fund,300.1
2025-02-20,100002,SBI Bluechip Fund,296.049
2025-02-21,100002,SBI Bluechip Fund,294.229
2025-02-22,100002,SBI Bluechip Fund,294.229
2025-02-23,100002,SBI Bluechip Fund,294.229
2025-02-24,100002,SBI Bluechip Fund,290.471
2025-02-25,100002,SBI Bluechip Fund,289.863
2025-02-26,100002,SBI Bluechip Fund,297.45
2025-02-27,100002,SBI Bluechip Fund,291.478
2025-02-28,100002,SBI Bluechip Fund,284.569
2025-03-01,100002,SBI Bluechip Fund,284.569
2025-03-02,100002,SBI Bluechip Fund,284.569
2025-03-03,100002,SBI Bluechip Fund,290.991
2025-03-04,100002,SBI Bluechip Fund,290.223
2025-03-05,100002,SBI Bluechip Fund,287.455
2025-03-06,100002,SBI Bluechip Fund,292.083
2025-03-07,100002,SBI Bluechip Fund,289.576
2025-03-08,100002,SBI Bluechip Fund,289.576
2025-03-09,100002,SBI Bluechip Fund,289.576
2025-03-10,100002,SBI Bluechip Fund,297.652
2025-03-11,100002,SBI Bluechip Fund,300.828
2025-03-12,100002,SBI Bluechip Fund,298.777
2025-03-13,100002,SBI Bluechip Fund,308.595
2025-03-14,100002,SBI Bluechip Fund,305.945
2025-03-15,100002,SBI Bluechip Fund,305.945
2025-03-16,100002,SBI Bluechip Fund,305.945
2025-03-17,100002,SBI Bluechip Fund,309.504
2025-03-18,100002,SBI Bluechip Fund,311.048
2025-03-19,100002,SBI Bluechip Fund,317.277
2025-03-20,100002,SBI Bluechip Fund,324.867
2025-03-21,100002,SBI Bluechip Fund,325.185
2025-03-22,100002,SBI Bluechip Fund,325.185
2025-03-23,100002,SBI Bluechip Fund,325.185
2025-03-24,100002,SBI Bluechip Fund,321.673
2025-03-25,100002,SBI Bluechip Fund,324.053
2025-03-26,100002,SBI Bluechip Fund,320.921
2025-03-27,100002,SBI Bluechip Fund,330.774
2025-03-28,100002,SBI Bluechip Fund,331.617
2025-03-29,100002,SBI Bluechip Fund,331.617
2025-03-30,100002,SBI Bluechip Fund,331.617
2025-03-31,100002,SBI Bluechip Fund,329.966
2025-04-01,100002,SBI Bluechip Fund,331.045
2025-04-02,100002,SBI Bluechip Fund,324.521
2025-04-03,100002,SBI Bluechip Fund,319.954
2025-04-04,100002,SBI Bluechip Fund,325.875
2025-04-05,100002,SBI Bluechip Fund,325.875
2025-04-06,100002,SBI Bluechip Fund,325.875
2025-04-07,100002,SBI Bluechip Fund,322.827
2025-04-08,100002,SBI Bluechip Fund,317.919
2025-04-09,100002,SBI Bluechip Fund,320.637
2025-04-10,100002,SBI Bluechip Fund,326.5
2025-04-11,100002,SBI Bluechip Fund,330.184
2025-04-12,100002,SBI Bluechip Fund,330.184
2025-04-13,100002,SBI Bluechip Fund,330.184
2025-04-14,100002,SBI Bluechip Fund,335.282
2025-04-15,100002,SBI Bluechip Fund,331.644
2025-04-16,100002,SBI Bluechip Fund,324.737
2025-04-17,100002,SBI Bluechip Fund,332.212
2025-04-18,100002,SBI Bluechip Fund,330.77
2025-04-19,100002,SBI Bluechip Fund,330.77
2025-04-20,100002,SBI Bluechip Fund,330.77
2025-04-21,100002,SBI Bluechip Fund,329.691
2025-04-22,100002,SBI Bluechip Fund,336.424
2025-04-23,100002,SBI Bluechip Fund,339.399
2025-04-24,100002,SBI Bluechip Fund,341.89
2025-04-25,100002,SBI Bluechip Fund,353.164
2025-04-26,100002,SBI Bluechip Fund,353.164
2025-04-27,100002,SBI Bluechip Fund,353.164
2025-04-28,100002,SBI Bluechip Fund,349.932
2025-04-29,100002,SBI Bluechip Fund,354.977
2025-04-30,100002,SBI Bluechip Fund,355.458
2025-05-01,100002,SBI Bluechip Fund,357.068
2025-05-02,100002,SBI Bluechip Fund,365.433
2025-05-03,100002,SBI Bluechip Fund,365.433
2025-05-04,100002,SBI Bluechip Fund,365.433
2025-05-05,100002,SBI Bluechip Fund,368.399
2025-05-06,100002,SBI Bluechip Fund,371.558
2025-05-07,100002,SBI Bluechip Fund,377.721
2025-05-08,100002,SBI Bluechip Fund,375.842
2025-05-09,100002,SBI Bluechip Fund,371.299
2025-05-10,100002,SBI Bluechip Fund,371.299
2025-05-11,100002,SBI Bluechip Fund,371.299
2025-05-12,100002,SBI Bluechip Fund,365.666
2025-05-13,100002,SBI Bluechip Fund,355.063
2025-05-14,100002,SBI Bluechip Fund,366.192
2025-05-15,100002,SBI Bluechip Fund,360.315
2025-05-16,100002,SBI Bluechip Fund,359.299
2025-05-17,100002,SBI Bluechip Fund,359.299
2025-05-18,100002,SBI Bluechip Fund,359.299
2025-05-19,100002,SBI Bluechip Fund,357.987
2025-05-20,100002,SBI Bluechip Fund,359.817
2025-05-21,100002,SBI Bluechip Fund,364.4
2025-05-22,100002,SBI Bluechip Fund,369.286
2025-05-23,100002,SBI Bluechip Fund,366.241
2025-05-24,100002,SBI Bluechip Fund,366.241
2025-05-25,100002,SBI Bluechip Fund,366.241
2025-05-26,100002,SBI Bluechip Fund,365.506
2025-05-27,100002,SBI Bluechip Fund,367.238
2025-05-28,100002,SBI Bluechip Fund,366.052
2025-05-29,100002,SBI Bluechip Fund,375.061
2025-05-30,100002,SBI Bluechip Fund,378.011
2025-05-31,100002,SBI Bluechip Fund,378.011
2025-06-01,100002,SBI Bluechip Fund,378.011
2025-06-02,100002,SBI Bluechip Fund,382.367
2025-06-03,100002,SBI Bluechip Fund,386.36
2025-06-04,100002,SBI Bluechip Fund,393.354
2025-06-05,100002,SBI Bluechip Fund,394.619
2025-06-06,100002,SBI Bluechip Fund,387.14
2025-06-07,100002,SBI Bluechip Fund,387.14
2025-06-08,100002,SBI Bluechip Fund,387.14
2025-06-09,100002,SBI Bluechip Fund,389.655
2025-06-10,100002,SBI Bluechip Fund,386.043
2025-06-11,100002,SBI Bluechip Fund,383.175
2025-06-12,100002,SBI Bluechip Fund,386.737
2025-06-13,100002,SBI Bluechip Fund,394.114
2025-06-14,100002,SBI Bluechip Fund,394.114
2025-06-15,100002,SBI Bluechip Fund,394.114
2025-06-16,100002,SBI Bluechip Fund,394.437
2025-06-17,100002,SBI Bluechip Fund,396.461
2025-06-18,100002,SBI Bluechip Fund,406.782
2025-06-19,100002,SBI Bluechip Fund,408.454
2025-06-20,100002,SBI Bluechip Fund,424.598
2025-06-21,100002,SBI Bluechip Fund,424.598
2025-06-22,100002,SBI Bluechip Fund,424.598
2025-06-23,100002,SBI Bluechip Fund,428.412
2025-06-24,100002,SBI Bluechip Fund,417.311
2025-06-25,100002,SBI Bluechip Fund,422.235
2025-06-26,100002,SBI Bluechip Fund,424.86
2025-06-27,100002,SBI Bluechip Fund,433.292
2025-06-28,100002,SBI Bluechip Fund,433.292
2025-06-29,100002,SBI Bluechip Fund,433.292
2025-06-30,100002,SBI Bluechip Fund,437.884
2025-07-01,100002,SBI Bluechip Fund,437.194
2025-07-02,100002,SBI Bluechip Fund,429.384
2025-07-03,100002,SBI Bluechip Fund,428.252
2025-07-04,100002,SBI Bluechip Fund,423.003
2025-07-05,100002,SBI Bluechip Fund,423.003
2025-07-06,100002,SBI Bluechip Fund,423.003
2025-07-07,100002,SBI Bluechip Fund,419.531
2025-07-08,100002,SBI Bluechip Fund,423.445
2025-07-09,100002,SBI Bluechip Fund,434.263
2025-07-10,100002,SBI Bluechip Fund,437.051
2025-07-11,100002,SBI Bluechip Fund,429.43
2025-07-12,100002,SBI Bluechip Fund,429.43
2025-07-13,100002,SBI Bluechip Fund,429.43
2025-07-14,100002,SBI Bluechip Fund,432.509
2025-07-15,100002,SBI Bluechip Fund,440.489
2025-07-16,100002,SBI Bluechip Fund,436.68
2025-07-17,100002,SBI Bluechip Fund,436.021
2025-07-18,100002,SBI Bluechip Fund,436.335
2025-07-19,100002,SBI Bluechip Fund,436.335
2025-07-20,100002,SBI Bluechip Fund,436.335
2025-07-21,100002,SBI Bluechip Fund,431.416
2025-07-22,100002,SBI Bluechip Fund,435.827
2025-07-23,100002,SBI Bluechip Fund,435.254
2025-07-24,100002,SBI Bluechip Fund,438.211
2025-07-25,100002,SBI Bluechip Fund,432.596
2025-07-26,100002,SBI Bluechip Fund,432.596
2025-07-27,100002,SBI Bluechip Fund,432.596
2025-07-28,100002,SBI Bluechip Fund,429.974
2025-07-29,100002,SBI Bluechip Fund,434.848
2025-07-30,100002,SBI Bluechip Fund,432.634
2025-07-31,100002,SBI Bluechip Fund,444.057
2025-08-01,100002,SBI Bluechip Fund,441.617
2025-08-02,100002,SBI Bluechip Fund,441.617
2025-08-03,100002,SBI Bluechip Fund,441.617
2025-08-04,100002,SBI Bluechip Fund,443.326
2025-08-05,100002,SBI Bluechip Fund,449.749
2025-08-06,100002,SBI Bluechip Fund,440.405
2025-08-07,100002,SBI Bluechip Fund,428.993
2025-08-08,100002,SBI Bluechip Fund,419.39
2025-08-09,100002,SBI Bluechip Fund,419.39
2025-08-10,100002,SBI Bluechip Fund,419.39
2025-08-11,100002,SBI Bluechip Fund,427.542
2025-08-12,100002,SBI Bluechip Fund,424.217
2025-08-13,100002,SBI Bluechip Fund,440.708
2025-08-14,100002,SBI Bluechip Fund,437.198
2025-08-15,100002,SBI Bluechip Fund,438.627
2025-08-16,100002,SBI Bluechip Fund,438.627
