aum_key,fund_key,date_key,aum_crore,outstanding_units
1295,2,20230720,1753.76,10000000.0
1296,2,20230721,1792.62,10000000.0
1297,2,20230722,1792.62,10000000.0
1298,2,20230723,1792.62,10000000.0
1299,2,20230724,1791.31,10000000.0
1300,2,20230725,1822.23,10000000.0
1301,2,20230726,1832.51,10000000.0
1302,2,20230727,1845.98,10000000.0
1303,2,20230728,1862.68,10000000.0
1304,2,20230729,1862.68,10000000.0
1305,2,20230730,1862.68,10000000.0
1306,2,20230731,1876.12,10000000.0
1307,2,20230801,1895.1499999999999,10000000.0
1308,2,20230802,1933.88,10000000.0
1309,2,20230803,1940.5500000000002,10000000.0
1310,2,20230804,1962.16,10000000.0
1311,2,20230805,1962.16,10000000.0
1312,2,20230806,1962.16,10000000.0
1313,2,20230807,1960.5,10000000.0
1314,2,20230808,2003.8300000000002,10000000.0
1315,2,20230809,1984.5,10000000.0
1316,2,20230810,2039.1,10000000.0
1317,2,20230811,2038.89,10000000.0
1318,2,20230812,2038.89,10000000.0
1319,2,20230813,2038.89,10000000.0
1320,2,20230814,1996.15,10000000.0
1321,2,20230815,2000.98,10000000.0
1322,2,20230816,1981.54,10000000.0
1323,2,20230817,2007.52,10000000.0
1324,2,20230818,1988.87,10000000.0
1325,2,20230819,1988.87,10000000.0
1326,2,20230820,1988.87,10000000.0
1327,2,20230821,1976.55,10000000.0
1328,2,20230822,1921.52,10000000.0
1329,2,20230823,1909.4399999999998,10000000.0
1330,2,20230824,1840.97,10000000.0
1331,2,20230825,1798.15,10000000.0
1332,2,20230826,1798.15,10000000.0
1333,2,20230827,1798.15,10000000.0
1334,2,20230828,1819.56,10000000.0
1335,2,20230829,1841.92,10000000.0
1336,2,20230830,1854.6000000000001,10000000.0
1337,2,20230831,1828.63,10000000.0
1338,2,20230901,1828.2400000000002,10000000.0
1339,2,20230902,1828.2400000000002,10000000.0
1340,2,20230903,1828.2400000000002,10000000.0
1341,2,20230904,1829.06,10000000.0
1342,2,20230905,1798.1899999999998,10000000.0
1343,2,20230906,1839.6399999999999,10000000.0
1344,2,20230907,1864.77,10000000.0
1345,2,20230908,1859.52,10000000.0
1346,2,20230909,1859.52,10000000.0
1347,2,20230910,1859.52,10000000.0
1348,2,20230911,1861.2,10000000.0
1349,2,20230912,1867.9499999999998,10000000.0
1350,2,20230913,1811.68,10000000.0
1351,2,20230914,1805.87,10000000.0
1352,2,20230915,1788.3000000000002,10000000.0
1353,2,20230916,1788.3000000000002,10000000.0
1354,2,20230917,1788.3000000000002,10000000.0
1355,2,20230918,1762.33,10000000.0
1356,2,20230919,1755.78,10000000.0
1357,2,20230920,1804.0,10000000.0
1358,2,20230921,1822.2399999999998,10000000.0
1359,2,20230922,1807.54,10000000.0
1360,2,20230923,1807.54,10000000.0
1361,2,20230924,1807.54,10000000.0
1362,2,20230925,1823.9699999999998,10000000.0
1363,2,20230926,1863.17,10000000.0
1364,2,20230927,1889.94,10000000.0
1365,2,20230928,1892.5800000000002,10000000.0
1366,2,20230929,1875.1599999999999,10000000.0
1367,2,20230930,1875.1599999999999,10000000.0
1368,2,20231001,1875.1599999999999,10000000.0
1369,2,20231002,1895.7400000000002,10000000.0
1370,2,20231003,1907.88,10000000.0
1371,2,20231004,1934.4499999999998,10000000.0
1372,2,20231005,1953.85,10000000.0
1373,2,20231006,1985.59,10000000.0
1374,2,20231007,1985.59,10000000.0
1375,2,20231008,1985.59,10000000.0
1376,2,20231009,1970.6399999999999,10000000.0
1377,2,20231010,2010.57,10000000.0
1378,2,20231011,2017.5299999999997,10000000.0
1379,2,20231012,2081.3399999999997,10000000.0
1380,2,20231013,2060.86,10000000.0
1381,2,20231014,2060.86,10000000.0
1382,2,20231015,2060.86,10000000.0
1383,2,20231016,2115.55,10000000.0
1384,2,20231017,2122.89,10000000.0
1385,2,20231018,2103.21,10000000.0
1386,2,20231019,2089.0,10000000.0
1387,2,20231020,2080.01,10000000.0
1388,2,20231021,2080.01,10000000.0
1389,2,20231022,2080.01,10000000.0
1390,2,20231023,2094.2799999999997,10000000.0
1391,2,20231024,2111.75,10000000.0
1392,2,20231025,2094.63,10000000.0
1393,2,20231026,2094.9100000000003,10000000.0
1394,2,20231027,2163.28,10000000.0
1395,2,20231028,2163.28,10000000.0
1396,2,20231029,2163.28,10000000.0
1397,2,20231030,2220.42,10000000.0
1398,2,20231031,2236.06,10000000.0
1399,2,20231101,2238.45,10000000.0
1400,2,20231102,2243.6000000000004,10000000.0
1401,2,20231103,2265.37,10000000.0
1402,2,20231104,2265.37,10000000.0
1403,2,20231105,2265.37,10000000.0
1404,2,20231106,2231.75,10000000.0
1405,2,20231107,2224.25,10000000.0
1406,2,20231108,2169.69,10000000.0
1407,2,20231109,2183.77,10000000.0
1408,2,20231110,2206.06,10000000.0
1409,2,20231111,2206.06,10000000.0
1410,2,20231112,2206.06,10000000.0
1411,2,20231113,2191.17,10000000.0
1412,2,20231114,2244.0,10000000.0
1413,2,20231115,2203.86,10000000.0
1414,2,20231116,2156.55,10000000.0
1415,2,20231117,2164.89,10000000.0
1416,2,20231118,2164.89,10000000.0
1417,2,20231119,2164.89,10000000.0
1418,2,20231120,2199.98,10000000.0
1419,2,20231121,2256.65,10000000.0
1420,2,20231122,2242.25,10000000.0
1421,2,20231123,2279.65,10000000.0
1422,2,20231124,2279.4700000000003,10000000.0
1423,2,20231125,2279.4700000000003,10000000.0
1424,2,20231126,2279.4700000000003,10000000.0
1425,2,20231127,2274.71,10000000.0
1426,2,20231128,2306.0,10000000.0
1427,2,20231129,2329.7200000000003,10000000.0
1428,2,20231130,2275.8,10000000.0
1429,2,20231201,2327.34,10000000.0
1430,2,20231202,2327.34,10000000.0
1431,2,20231203,2327.34,10000000.0
1432,2,20231204,2376.6800000000003,10000000.0
1433,2,20231205,2355.5699999999997,10000000.0
1434,2,20231206,2370.73,10000000.0
1435,2,20231207,2389.48,10000000.0
1436,2,20231208,2400.02,10000000.0
1437,2,20231209,2400.02,10000000.0
1438,2,20231210,2400.02,10000000.0
1439,2,20231211,2381.41,10000000.0
1440,2,20231212,2358.6099999999997,10000000.0
1441,2,20231213,2358.8900000000003,10000000.0
1442,2,20231214,2401.56,10000000.0
1443,2,20231215,2422.34,10000000.0
1444,2,20231216,2422.34,10000000.0
1445,2,20231217,2422.34,10000000.0
1446,2,20231218,2410.08,10000000.0
1447,2,20231219,2439.1800000000003,10000000.0
1448,2,20231220,2336.18,10000000.0
1449,2,20231221,2377.6,10000000.0
1450,2,20231222,2316.7400000000002,10000000.0
1451,2,20231223,2316.7400000000002,10000000.0
1452,2,20231224,2316.7400000000002,10000000.0
1453,2,20231225,2305.3,10000000.0
1454,2,20231226,2267.74,10000000.0
1455,2,20231227,2224.83,10000000.0
1456,2,20231228,2264.68,10000000.0
1457,2,20231229,2249.92,10000000.0
1458,2,20231230,2249.92,10000000.0
1459,2,20231231,2249.92,10000000.0
1460,2,20240101,2262.74,10000000.0
1461,2,20240102,2262.28,10000000.0
1462,2,20240103,2279.6,10000000.0
1463,2,20240104,2283.37,10000000.0
1464,2,20240105,2240.5699999999997,10000000.0
1465,2,20240106,2240.5699999999997,10000000.0
1466,2,20240107,2240.5699999999997,10000000.0
1467,2,20240108,2275.17,10000000.0
1468,2,20240109,2259.46,10000000.0
1469,2,20240110,2207.83,10000000.0
1470,2,20240111,2194.76,10000000.0
1471,2,20240112,2245.26,10000000.0
1472,2,20240113,2245.26,10000000.0
1473,2,20240114,2245.26,10000000.0
1474,2,20240115,2275.02,10000000.0
1475,2,20240116,2264.2599999999998,10000000.0
1476,2,20240117,2253.53,10000000.0
1477,2,20240118,2243.7799999999997,10000000.0
1478,2,20240119,2314.7999999999997,10000000.0
1479,2,20240120,2314.7999999999997,10000000.0
1480,2,20240121,2314.7999999999997,10000000.0
1481,2,20240122,2329.22,10000000.0
1482,2,20240123,2345.41,10000000.0
1483,2,20240124,2382.83,10000000.0
1484,2,20240125,2392.56,10000000.0
1485,2,20240126,2384.46,10000000.0
1486,2,20240127,2384.46,10000000.0
1487,2,20240128,2384.46,10000000.0
1488,2,20240129,2378.63,10000000.0
1489,2,20240130,2377.26,10000000.0
1490,2,20240131,2377.12,10000000.0
1491,2,20240201,2404.25,10000000.0
1492,2,20240202,2407.33,10000000.0
1493,2,20240203,2407.33,10000000.0
1494,2,20240204,2407.33,10000000.0
1495,2,20240205,2434.99,10000000.0
1496,2,20240206,2433.2599999999998,10000000.0
1497,2,20240207,2437.3500000000004,10000000.0
1498,2,20240208,2365.5099999999998,10000000.0
1499,2,20240209,2399.21,10000000.0
1500,2,20240210,2399.21,10000000.0
1501,2,20240211,2399.21,10000000.0
1502,2,20240212,2412.88,10000000.0
1503,2,20240213,2450.21,10000000.0
1504,2,20240214,2344.99,10000000.0
1505,2,20240215,2419.62,10000000.0
1506,2,20240216,2415.7599999999998,10000000.0
1507,2,20240217,2415.7599999999998,10000000.0
1508,2,20240218,2415.7599999999998,10000000.0
1509,2,20240219,2457.12,10000000.0
1510,2,20240220,2420.02,10000000.0
1511,2,20240221,2443.4700000000003,10000000.0
1512,2,20240222,2406.08,10000000.0
1513,2,20240223,2384.77,10000000.0
1514,2,20240224,2384.77,10000000.0
1515,2,20240225,2384.77,10000000.0
1516,2,20240226,2454.4300000000003,10000000.0
1517,2,20240227,2448.64,10000000.0
1518,2,20240228,2457.85,10000000.0
1519,2,20240229,2491.1600000000003,10000000.0
1520,2,20240301,2510.93,10000000.0
1521,2,20240302,2510.93,10000000.0
1522,2,20240303,2510.93,10000000.0
1523,2,20240304,2517.85,10000000.0
1524,2,20240305,2532.89,10000000.0
1525,2,20240306,2625.4700000000003,10000000.0
1526,2,20240307,2624.51,10000000.0
1527,2,20240308,2633.7400000000002,10000000.0
1528,2,20240309,2633.7400000000002,10000000.0
1529,2,20240310,2633.7400000000002,10000000.0
1530,2,20240311,2676.56,10000000.0
1531,2,20240312,2722.28,10000000.0
1532,2,20240313,2772.11,10000000.0
1533,2,20240314,2800.0599999999995,10000000.0
1534,2,20240315,2753.4500000000003,10000000.0
1535,2,20240316,2753.4500000000003,10000000.0
1536,2,20240317,2753.4500000000003,10000000.0
1537,2,20240318,2822.29,10000000.0
1538,2,20240319,2775.17,10000000.0
1539,2,20240320,2789.16,10000000.0
1540,2,20240321,2759.0,10000000.0
1541,2,20240322,2757.7300000000005,10000000.0
1542,2,20240323,2757.7300000000005,10000000.0
1543,2,20240324,2757.7300000000005,10000000.0
1544,2,20240325,2772.71,10000000.0
1545,2,20240326,2787.46,10000000.0
1546,2,20240327,2806.5,10000000.0
1547,2,20240328,2875.84,10000000.0
1548,2,20240329,2896.84,10000000.0
1549,2,20240330,2896.84,10000000.0
1550,2,20240331,2896.84,10000000.0
1551,2,20240401,2887.68,10000000.0
1552,2,20240402,2930.88,10000000.0
1553,2,20240403,2984.64,10000000.0
1554,2,20240404,2931.17,10000000.0
1555,2,20240405,2958.8999999999996,10000000.0
1556,2,20240406,2958.8999999999996,10000000.0
1557,2,20240407,2958.8999999999996,10000000.0
1558,2,20240408,2991.5,10000000.0
1559,2,20240409,2979.64,10000000.0
1560,2,20240410,3042.62,10000000.0
1561,2,20240411,3037.29,10000000.0
1562,2,20240412,3044.5299999999997,10000000.0
1563,2,20240413,3044.5299999999997,10000000.0
1564,2,20240414,3044.5299999999997,10000000.0
1565,2,20240415,3038.15,10000000.0
1566,2,20240416,3040.38,10000000.0
1567,2,20240417,2991.9,10000000.0
1568,2,20240418,2928.77,10000000.0
1569,2,20240419,3000.28,10000000.0
1570,2,20240420,3000.28,10000000.0
1571,2,20240421,3000.28,10000000.0
1572,2,20240422,2963.66,10000000.0
1573,2,20240423,2921.07,10000000.0
1574,2,20240424,2828.18,10000000.0
1575,2,20240425,2802.4900000000002,10000000.0
1576,2,20240426,2748.27,10000000.0
1577,2,20240427,2748.27,10000000.0
1578,2,20240428,2748.27,10000000.0
1579,2,20240429,2817.33,10000000.0
1580,2,20240430,2861.4100000000003,10000000.0
1581,2,20240501,2833.2999999999997,10000000.0
1582,2,20240502,2930.4399999999996,10000000.0
1583,2,20240503,2975.0599999999995,10000000.0
1584,2,20240504,2975.0599999999995,10000000.0
1585,2,20240505,2975.0599999999995,10000000.0
1586,2,20240506,2962.0499999999997,10000000.0
1587,2,20240507,2852.48,10000000.0
1588,2,20240508,2951.93,10000000.0
1589,2,20240509,2891.88,10000000.0
1590,2,20240510,2821.95,10000000.0
1591,2,20240511,2821.95,10000000.0
1592,2,20240512,2821.95,10000000.0
1593,2,20240513,2866.65,10000000.0
1594,2,20240514,2972.99,10000000.0
1595,2,20240515,3036.21,10000000.0
1596,2,20240516,3063.41,10000000.0
1597,2,20240517,3092.2699999999995,10000000.0
1598,2,20240518,3092.2699999999995,10000000.0
1599,2,20240519,3092.2699999999995,10000000.0
1600,2,20240520,3133.3999999999996,10000000.0
1601,2,20240521,3170.6400000000003,10000000.0
1602,2,20240522,3185.6,10000000.0
1603,2,20240523,3192.17,10000000.0
1604,2,20240524,3190.77,10000000.0
1605,2,20240525,3190.77,10000000.0
1606,2,20240526,3190.77,10000000.0
1607,2,20240527,3156.2799999999997,10000000.0
1608,2,20240528,3144.5699999999997,10000000.0
1609,2,20240529,3066.29,10000000.0
1610,2,20240530,3063.2999999999997,10000000.0
1611,2,20240531,3019.41,10000000.0
1612,2,20240601,3019.41,10000000.0
1613,2,20240602,3019.41,10000000.0
1614,2,20240603,2970.94,10000000.0
1615,2,20240604,2980.4399999999996,10000000.0
1616,2,20240605,3044.16,10000000.0
1617,2,20240606,3087.61,10000000.0
1618,2,20240607,3016.42,10000000.0
1619,2,20240608,3016.42,10000000.0
1620,2,20240609,3016.42,10000000.0
1621,2,20240610,2973.15,10000000.0
1622,2,20240611,3016.59,10000000.0
1623,2,20240612,2973.64,10000000.0
1624,2,20240613,2965.11,10000000.0
1625,2,20240614,2991.06,10000000.0
1626,2,20240615,2991.06,10000000.0
1627,2,20240616,2991.06,10000000.0
1628,2,20240617,2949.11,10000000.0
1629,2,20240618,2955.25,10000000.0
1630,2,20240619,2897.59,10000000.0
1631,2,20240620,2872.9,10000000.0
1632,2,20240621,2888.12,10000000.0
1633,2,20240622,2888.12,10000000.0
1634,2,20240623,2888.12,10000000.0
1635,2,20240624,2820.55,10000000.0
1636,2,20240625,2840.6,10000000.0
1637,2,20240626,2841.18,10000000.0
1638,2,20240627,2866.15,10000000.0
1639,2,20240628,2877.21,10000000.0
1640,2,20240629,2877.21,10000000.0
1641,2,20240630,2877.21,10000000.0
1642,2,20240701,2937.52,10000000.0
1643,2,20240702,2944.51,10000000.0
1644,2,20240703,2927.02,10000000.0
1645,2,20240704,2933.85,10000000.0
1646,2,20240705,2959.23,10000000.0
1647,2,20240706,2959.23,10000000.0
1648,2,20240707,2959.23,10000000.0
1649,2,20240708,2962.88,10000000.0
1650,2,20240709,2966.17,10000000.0
1651,2,20240710,2936.42,10000000.0
1652,2,20240711,2908.6900000000005,10000000.0
1653,2,20240712,2848.95,10000000.0
1654,2,20240713,2848.95,10000000.0
1655,2,20240714,2848.95,10000000.0
1656,2,20240715,2925.1400000000003,10000000.0
1657,2,20240716,2872.0299999999997,10000000.0
1658,2,20240717,2843.6200000000003,10000000.0
1659,2,20240718,2814.4,10000000.0
1660,2,20240719,2853.5899999999997,10000000.0
1661,2,20240720,2853.5899999999997,10000000.0
1662,2,20240721,2853.5899999999997,10000000.0
1663,2,20240722,2842.39,10000000.0
1664,2,20240723,2897.01,10000000.0
1665,2,20240724,2869.1899999999996,10000000.0
1666,2,20240725,2882.6299999999997,10000000.0
1667,2,20240726,2847.9500000000003,10000000.0
1668,2,20240727,2847.9500000000003,10000000.0
1669,2,20240728,2847.9500000000003,10000000.0
1670,2,20240729,2941.01,10000000.0
1671,2,20240730,2890.09,10000000.0
1672,2,20240731,2904.9700000000003,10000000.0
1673,2,20240801,2934.04,10000000.0
1674,2,20240802,2953.7200000000003,10000000.0
1675,2,20240803,2953.7200000000003,10000000.0
1676,2,20240804,2953.7200000000003,10000000.0
1677,2,20240805,2946.9900000000002,10000000.0
1678,2,20240806,2942.72,10000000.0
1679,2,20240807,2946.13,10000000.0
1680,2,20240808,2941.1099999999997,10000000.0
1681,2,20240809,2985.1,10000000.0
1682,2,20240810,2985.1,10000000.0
1683,2,20240811,2985.1,10000000.0
1684,2,20240812,3085.57,10000000.0
1685,2,20240813,3061.3099999999995,10000000.0
1686,2,20240814,2999.9400000000005,10000000.0
1687,2,20240815,2997.4700000000003,10000000.0
1688,2,20240816,3114.96,10000000.0
1689,2,20240817,3114.96,10000000.0
1690,2,20240818,3114.96,10000000.0
1691,2,20240819,3078.97,10000000.0
1692,2,20240820,3156.21,10000000.0
1693,2,20240821,3237.22,10000000.0
1694,2,20240822,3211.96,10000000.0
1695,2,20240823,3240.98,10000000.0
1696,2,20240824,3240.98,10000000.0
1697,2,20240825,3240.98,10000000.0
1698,2,20240826,3321.7599999999998,10000000.0
1699,2,20240827,3304.5299999999997,10000000.0
1700,2,20240828,3296.0899999999997,10000000.0
1701,2,20240829,3268.9800000000005,10000000.0
1702,2,20240830,3220.86,10000000.0
1703,2,20240831,3220.86,10000000.0
1704,2,20240901,3220.86,10000000.0
1705,2,20240902,3191.1000000000004,10000000.0
1706,2,20240903,3134.11,10000000.0
1707,2,20240904,3137.28,10000000.0
1708,2,20240905,3102.61,10000000.0
1709,2,20240906,3115.04,10000000.0
1710,2,20240907,3115.04,10000000.0
1711,2,20240908,3115.04,10000000.0
1712,2,20240909,3043.8999999999996,10000000.0
1713,2,20240910,3060.5299999999997,10000000.0
1714,2,20240911,3100.33,10000000.0
1715,2,20240912,3009.16,10000000.0
1716,2,20240913,3027.55,10000000.0
1717,2,20240914,3027.55,10000000.0
1718,2,20240915,3027.55,10000000.0
1719,2,20240916,3084.82,10000000.0
1720,2,20240917,3030.39,10000000.0
1721,2,20240918,3107.9300000000003,10000000.0
1722,2,20240919,3129.02,10000000.0
1723,2,20240920,3097.4900000000002,10000000.0
1724,2,20240921,3097.4900000000002,10000000.0
1725,2,20240922,3097.4900000000002,10000000.0
1726,2,20240923,3096.45,10000000.0
1727,2,20240924,3123.93,10000000.0
1728,2,20240925,3129.0499999999997,10000000.0
1729,2,20240926,3155.8999999999996,10000000.0
1730,2,20240927,3113.8900000000003,10000000.0
1731,2,20240928,3113.8900000000003,10000000.0
1732,2,20240929,3113.8900000000003,10000000.0
1733,2,20240930,3123.36,10000000.0
1734,2,20241001,3058.6900000000005,10000000.0
1735,2,20241002,3055.12,10000000.0
1736,2,20241003,3015.22,10000000.0
1737,2,20241004,2983.46,10000000.0
1738,2,20241005,2983.46,10000000.0
1739,2,20241006,2983.46,10000000.0
1740,2,20241007,3040.27,10000000.0
1741,2,20241008,3091.56,10000000.0
1742,2,20241009,3121.35,10000000.0
1743,2,20241010,3071.7700000000004,10000000.0
1744,2,20241011,3058.73,10000000.0
1745,2,20241012,3058.73,10000000.0
1746,2,20241013,3058.73,10000000.0
1747,2,20241014,3115.92,10000000.0
1748,2,20241015,3124.1000000000004,10000000.0
1749,2,20241016,3234.35,10000000.0
1750,2,20241017,3255.05,10000000.0
1751,2,20241018,3266.05,10000000.0
1752,2,20241019,3266.05,10000000.0
1753,2,20241020,3266.05,10000000.0
1754,2,20241021,3252.54,10000000.0
1755,2,20241022,3260.68,10000000.0
1756,2,20241023,3254.8500000000004,10000000.0
1757,2,20241024,3291.05,10000000.0
1758,2,20241025,3339.92,10000000.0
1759,2,20241026,3339.92,10000000.0
1760,2,20241027,3339.92,10000000.0
1761,2,20241028,3302.21,10000000.0
1762,2,20241029,3237.9199999999996,10000000.0
1763,2,20241030,3150.36,10000000.0
1764,2,20241031,3175.94,10000000.0
1765,2,20241101,3124.96,10000000.0
1766,2,20241102,3124.96,10000000.0
1767,2,20241103,3124.96,10000000.0
1768,2,20241104,3025.6099999999997,10000000.0
1769,2,20241105,3044.76,10000000.0
1770,2,20241106,3160.1400000000003,10000000.0
1771,2,20241107,3161.43,10000000.0
1772,2,20241108,3202.77,10000000.0
1773,2,20241109,3202.77,10000000.0
1774,2,20241110,3202.77,10000000.0
1775,2,20241111,3208.2999999999997,10000000.0
1776,2,20241112,3205.1499999999996,10000000.0
1777,2,20241113,3250.94,10000000.0
1778,2,20241114,3238.41,10000000.0
1779,2,20241115,3253.0200000000004,10000000.0
1780,2,20241116,3253.0200000000004,10000000.0
1781,2,20241117,3253.0200000000004,10000000.0
1782,2,20241118,3270.34,10000000.0
1783,2,20241119,3239.2000000000003,10000000.0
1784,2,20241120,3289.02,10000000.0
1785,2,20241121,3282.0299999999997,10000000.0
1786,2,20241122,3246.47,10000000.0
1787,2,20241123,3246.47,10000000.0
1788,2,20241124,3246.47,10000000.0
1789,2,20241125,3274.2200000000003,10000000.0
1790,2,20241126,3231.73,10000000.0
1791,2,20241127,3234.71,10000000.0
1792,2,20241128,3235.88,10000000.0
1793,2,20241129,3290.21,10000000.0
1794,2,20241130,3290.21,10000000.0
1795,2,20241201,3290.21,10000000.0
1796,2,20241202,3315.28,10000000.0
1797,2,20241203,3315.69,10000000.0
1798,2,20241204,3358.0200000000004,10000000.0
1799,2,20241205,3429.72,10000000.0
1800,2,20241206,3460.1299999999997,10000000.0
1801,2,20241207,3460.1299999999997,10000000.0
1802,2,20241208,3460.1299999999997,10000000.0
1803,2,20241209,3462.4,10000000.0
1804,2,20241210,3396.0,10000000.0
1805,2,20241211,3343.44,10000000.0
1806,2,20241212,3329.8,10000000.0
1807,2,20241213,3301.0199999999995,10000000.0
1808,2,20241214,3301.0199999999995,10000000.0
1809,2,20241215,3301.0199999999995,10000000.0
1810,2,20241216,3293.41,10000000.0
1811,2,20241217,3297.86,10000000.0
1812,2,20241218,3325.71,10000000.0
1813,2,20241219,3323.86,10000000.0
1814,2,20241220,3349.78,10000000.0
1815,2,20241221,3349.78,10000000.0
1816,2,20241222,3349.78,10000000.0
1817,2,20241223,3354.69,10000000.0
1818,2,20241224,3256.96,10000000.0
1819,2,20241225,3212.7,10000000.0
1820,2,20241226,3207.3599999999997,10000000.0
1821,2,20241227,3150.76,10000000.0
1822,2,20241228,3150.76,10000000.0
1823,2,20241229,3150.76,10000000.0
1824,2,20241230,3180.69,10000000.0
1825,2,20241231,3255.31,10000000.0
1826,2,20250101,3316.45,10000000.0
1827,2,20250102,3307.4900000000002,10000000.0
1828,2,20250103,3383.1,10000000.0
1829,2,20250104,3383.1,10000000.0
1830,2,20250105,3383.1,10000000.0
1831,2,20250106,3392.3399999999997,10000000.0
1832,2,20250107,3376.88,10000000.0
1833,2,20250108,3347.5,10000000.0
1834,2,20250109,3333.99,10000000.0
1835,2,20250110,3316.2400000000002,10000000.0
1836,2,20250111,3316.2400000000002,10000000.0
1837,2,20250112,3316.2400000000002,10000000.0
1838,2,20250113,3326.3799999999997,10000000.0
1839,2,20250114,3336.06,10000000.0
1840,2,20250115,3337.88,10000000.0
1841,2,20250116,3361.43,10000000.0
1842,2,20250117,3423.1400000000003,10000000.0
1843,2,20250118,3423.1400000000003,10000000.0
1844,2,20250119,3423.1400000000003,10000000.0
1845,2,20250120,3473.6099999999997,10000000.0
1846,2,20250121,3397.98,10000000.0
1847,2,20250122,3269.51,10000000.0
1848,2,20250123,3316.9700000000003,10000000.0
1849,2,20250124,3250.62,10000000.0
1850,2,20250125,3250.62,10000000.0
1851,2,20250126,3250.62,10000000.0
1852,2,20250127,3241.29,10000000.0
1853,2,20250128,3186.0199999999995,10000000.0
1854,2,20250129,3101.5,10000000.0
1855,2,20250130,3128.2400000000002,10000000.0
1856,2,20250131,3165.4300000000003,10000000.0
1857,2,20250201,3165.4300000000003,10000000.0
1858,2,20250202,3165.4300000000003,10000000.0
1859,2,20250203,3139.64,10000000.0
1860,2,20250204,3019.1899999999996,10000000.0
1861,2,20250205,2995.96,10000000.0
1862,2,20250206,3015.07,10000000.0
1863,2,20250207,2949.69,10000000.0
1864,2,20250208,2949.69,10000000.0
1865,2,20250209,2949.69,10000000.0
1866,2,20250210,2959.2799999999997,10000000.0
1867,2,20250211,2960.08,10000000.0
1868,2,20250212,2987.28,10000000.0
1869,2,20250213,2994.13,10000000.0
1870,2,20250214,2951.92,10000000.0
1871,2,20250215,2951.92,10000000.0
1872,2,20250216,2951.92,10000000.0
1873,2,20250217,3006.3799999999997,10000000.0
1874,2,20250218,3000.7299999999996,10000000.0
1875,2,20250219,3001.0,10000000.0
1876,2,20250220,2960.49,10000000.0
1877,2,20250221,2942.29,10000000.0
1878,2,20250222,2942.29,10000000.0
1879,2,20250223,2942.29,10000000.0
1880,2,20250224,2904.71,10000000.0
1881,2,20250225,2898.63,10000000.0
1882,2,20250226,2974.5,10000000.0
1883,2,20250227,2914.78,10000000.0
1884,2,20250228,2845.69,10000000.0
1885,2,20250301,2845.69,10000000.0
1886,2,20250302,2845.69,10000000.0
1887,2,20250303,2909.91,10000000.0
1888,2,20250304,2902.23,10000000.0
1889,2,20250305,2874.5499999999997,10000000.0
1890,2,20250306,2920.8300000000004,10000000.0
1891,2,20250307,2895.76,10000000.0
1892,2,20250308,2895.76,10000000.0
1893,2,20250309,2895.76,10000000.0
1894,2,20250310,2976.52,10000000.0
1895,2,20250311,3008.2799999999997,10000000.0
1896,2,20250312,2987.77,10000000.0
1897,2,20250313,3085.9500000000003,10000000.0
1898,2,20250314,3059.45,10000000.0
1899,2,20250315,3059.45,10000000.0
1900,2,20250316,3059.45,10000000.0
1901,2,20250317,3095.04,10000000.0
1902,2,20250318,3110.48,10000000.0
1903,2,20250319,3172.77,10000000.0
1904,2,20250320,3248.67,10000000.0
1905,2,20250321,3251.85,10000000.0
1906,2,20250322,3251.85,10000000.0
1907,2,20250323,3251.85,10000000.0
1908,2,20250324,3216.73,10000000.0
1909,2,20250325,3240.5299999999997,10000000.0
1910,2,20250326,3209.21,10000000.0
1911,2,20250327,3307.74,10000000.0
1912,2,20250328,3316.17,10000000.0
1913,2,20250329,3316.17,10000000.0
1914,2,20250330,3316.17,10000000.0
1915,2,20250331,3299.66,10000000.0
1916,2,20250401,3310.4500000000003,10000000.0
1917,2,20250402,3245.21,10000000.0
1918,2,20250403,3199.54,10000000.0
1919,2,20250404,3258.75,10000000.0
1920,2,20250405,3258.75,10000000.0
1921,2,20250406,3258.75,10000000.0
1922,2,20250407,3228.27,10000000.0
1923,2,20250408,3179.1899999999996,10000000.0
1924,2,20250409,3206.37,10000000.0
1925,2,20250410,3265.0,10000000.0
1926,2,20250411,3301.84,10000000.0
1927,2,20250412,3301.84,10000000.0
1928,2,20250413,3301.84,10000000.0
1929,2,20250414,3352.8199999999997,10000000.0
1930,2,20250415,3316.44,10000000.0
1931,2,20250416,3247.3700000000003,10000000.0
1932,2,20250417,3322.12,10000000.0
1933,2,20250418,3307.7,10000000.0
1934,2,20250419,3307.7,10000000.0
1935,2,20250420,3307.7,10000000.0
1936,2,20250421,3296.91,10000000.0
1937,2,20250422,3364.24,10000000.0
1938,2,20250423,3393.99,10000000.0
1939,2,20250424,3418.8999999999996,10000000.0
1940,2,20250425,3531.64,10000000.0
1941,2,20250426,3531.64,10000000.0
1942,2,20250427,3531.64,10000000.0
1943,2,20250428,3499.32,10000000.0
1944,2,20250429,3549.7699999999995,10000000.0
1945,2,20250430,3554.5800000000004,10000000.0
1946,2,20250501,3570.68,10000000.0
1947,2,20250502,3654.33,10000000.0
1948,2,20250503,3654.33,10000000.0
1949,2,20250504,3654.33,10000000.0
1950,2,20250505,3683.99,10000000.0
1951,2,20250506,3715.58,10000000.0
1952,2,20250507,3777.21,10000000.0
1953,2,20250508,3758.42,10000000.0
1954,2,20250509,3712.99,10000000.0
1955,2,20250510,3712.99,10000000.0
1956,2,20250511,3712.99,10000000.0
