transaction_key,fund_key,date_key,transaction_type,amount,kyc_status,state,city
1234,2,20231005,Sip,5000.0,Verified,Delhi,Delhi
1235,3,20231006,Sip,10000.0,Verified,Karnataka,Bangalore
1236,2,20231007,Sip,5000.0,Pending,Delhi,Chennai
1237,1,20231007,Sip,500.0,Not Verified,Maharashtra,Chennai
1238,1,20231007,Sip,1000.0,Pending,Delhi,Chennai
1239,2,20231007,Sip,1000.0,Pending,Gujarat,Ahmedabad
1240,1,20231007,Sip,10000.0,Not Verified,Maharashtra,Ahmedabad
1241,5,20231007,Sip,1000.0,Verified,Tamil Nadu,Kolkata
1242,5,20231007,Sip,1000.0,Pending,Delhi,Chennai
1243,4,20231008,Sip,1000.0,Pending,Karnataka,Delhi
1244,2,20231008,Sip,1000.0,Pending,Gujarat,Kolkata
1245,4,20231008,Lumpsum,100000.0,Verified,Tamil Nadu,Chennai
1246,4,20231009,Lumpsum,10000.0,Pending,Gujarat,Chennai
1247,4,20231009,Sip,5000.0,Not Verified,Gujarat,Bangalore
1248,3,20231009,Sip,5000.0,Not Verified,Tamil Nadu,Mumbai
1249,5,20231010,Lumpsum,5000.0,Verified,Karnataka,Chennai
1250,4,20231010,Redemption,25000.0,Pending,Delhi,Ahmedabad
1251,2,20231010,Sip,5000.0,Verified,Maharashtra,Kolkata
1252,4,20231011,Lumpsum,10000.0,Pending,Karnataka,Ahmedabad
1253,4,20231011,Lumpsum,10000.0,Not Verified,Maharashtra,Chennai
1254,2,20231012,Lumpsum,100000.0,Pending,Gujarat,Kolkata
1255,4,20231012,Sip,2000.0,Pending,Karnataka,Delhi
1256,4,20231012,Lumpsum,25000.0,Not Verified,Delhi,Kolkata
1257,5,20231012,Lumpsum,25000.0,Not Verified,West Bengal,Mumbai
1258,4,20231012,Sip,5000.0,Not Verified,Karnataka,Kolkata
1259,5,20231012,Sip,5000.0,Verified,Delhi,Chennai
1260,1,20231012,Sip,500.0,Pending,Karnataka,Kolkata
1261,5,20231013,Sip,10000.0,Verified,Tamil Nadu,Bangalore
1262,2,20231013,Sip,500.0,Verified,Gujarat,Mumbai
1263,4,20231013,Redemption,1000.0,Not Verified,Maharashtra,Delhi
1264,5,20231014,Sip,10000.0,Not Verified,West Bengal,Delhi
1265,5,20231014,Sip,5000.0,Verified,Tamil Nadu,Chennai
1266,5,20231014,Sip,10000.0,Verified,Gujarat,Bangalore
1267,4,20231015,Lumpsum,50000.0,Verified,Karnataka,Kolkata
1268,2,20231016,Sip,2000.0,Not Verified,West Bengal,Delhi
1269,4,20231016,Lumpsum,5000.0,Verified,Gujarat,Delhi
1270,4,20231016,Lumpsum,5000.0,Not Verified,Maharashtra,Ahmedabad
1271,3,20231016,Lumpsum,5000.0,Pending,Delhi,Kolkata
1272,4,20231016,Sip,500.0,Verified,Tamil Nadu,Chennai
1273,1,20231016,Lumpsum,25000.0,Verified,Tamil Nadu,Bangalore
1274,4,20231017,Lumpsum,5000.0,Not Verified,Delhi,Kolkata
1275,1,20231017,Sip,1000.0,Verified,West Bengal,Ahmedabad
1276,4,20231017,Lumpsum,5000.0,Pending,Tamil Nadu,Bangalore
1277,2,20231017,Sip,5000.0,Not Verified,Delhi,Chennai
1278,5,20231017,Sip,2000.0,Verified,Gujarat,Ahmedabad
1279,5,20231018,Redemption,1000.0,Not Verified,Delhi,Kolkata
1280,2,20231018,Sip,1000.0,Not Verified,Karnataka,Delhi
1281,1,20231018,Sip,500.0,Not Verified,Tamil Nadu,Bangalore
1282,5,20231018,Sip,10000.0,Not Verified,West Bengal,Bangalore
1283,4,20231018,Sip,1000.0,Not Verified,Gujarat,Chennai
1284,2,20231018,Sip,1000.0,Pending,West Bengal,Delhi
1285,3,20231019,Sip,10000.0,Verified,Gujarat,Ahmedabad
1286,1,20231019,Sip,500.0,Not Verified,Maharashtra,Kolkata
1287,3,20231019,Lumpsum,100000.0,Not Verified,Karnataka,Ahmedabad
1288,2,20231019,Sip,2000.0,Verified,West Bengal,Delhi
1289,4,20231019,Redemption,25000.0,Not Verified,West Bengal,Delhi
1290,2,20231019,Sip,1000.0,Verified,Karnataka,Bangalore
1291,1,20231020,Sip,2000.0,Not Verified,Gujarat,Mumbai
1292,1,20231020,Sip,5000.0,Verified,Gujarat,Chennai
1293,1,20231020,Sip,1000.0,Not Verified,Karnataka,Mumbai
1294,1,20231020,Sip,500.0,Verified,Maharashtra,Ahmedabad
1295,5,20231021,Sip,500.0,Pending,Delhi,Chennai
1296,2,20231021,Sip,500.0,Verified,Tamil Nadu,Chennai
1297,2,20231021,Redemption,10000.0,Verified,West Bengal,Bangalore
1298,2,20231022,Lumpsum,10000.0,Not Verified,Karnataka,Kolkata
1299,1,20231022,Sip,2000.0,Verified,Delhi,Bangalore
1300,4,20231022,Sip,10000.0,Pending,Gujarat,Bangalore
1301,1,20231022,Sip,5000.0,Pending,West Bengal,Chennai
1302,3,20231022,Lumpsum,100000.0,Pending,Gujarat,Mumbai
1303,3,20231023,Sip,10000.0,Verified,Delhi,Delhi
1304,1,20231023,Lumpsum,50000.0,Verified,Karnataka,Ahmedabad
1305,5,20231023,Redemption,5000.0,Not Verified,Maharashtra,Ahmedabad
1306,2,20231024,Sip,500.0,Verified,West Bengal,Ahmedabad
1307,4,20231024,Sip,10000.0,Pending,West Bengal,Bangalore
1308,1,20231024,Lumpsum,10000.0,Pending,Karnataka,Ahmedabad
1309,2,20231024,Sip,5000.0,Verified,Karnataka,Mumbai
1310,3,20231024,Sip,10000.0,Verified,Karnataka,Kolkata
1311,4,20231024,Lumpsum,100000.0,Not Verified,Gujarat,Delhi
1312,1,20231025,Sip,10000.0,Not Verified,Karnataka,Chennai
1313,5,20231025,Sip,10000.0,Pending,Maharashtra,Mumbai
1314,1,20231025,Sip,1000.0,Verified,Delhi,Chennai
1315,4,20231025,Sip,2000.0,Verified,Delhi,Bangalore
1316,1,20231026,Lumpsum,50000.0,Not Verified,Delhi,Mumbai
1317,3,20231027,Sip,2000.0,Pending,Karnataka,Bangalore
1318,5,20231027,Sip,500.0,Not Verified,West Bengal,Delhi
1319,3,20231027,Redemption,25000.0,Pending,Karnataka,Chennai
1320,3,20231027,Sip,5000.0,Not Verified,Tamil Nadu,Chennai
1321,5,20231027,Redemption,10000.0,Not Verified,Maharashtra,Bangalore
1322,3,20231027,Sip,1000.0,Pending,West Bengal,Bangalore
1323,5,20231028,Sip,5000.0,Verified,Gujarat,Kolkata
1324,2,20231028,Lumpsum,5000.0,Verified,West Bengal,Bangalore
1325,3,20231028,Sip,10000.0,Pending,West Bengal,Mumbai
1326,3,20231028,Lumpsum,100000.0,Not Verified,Gujarat,Bangalore
1327,5,20231028,Redemption,1000.0,Not Verified,Gujarat,Ahmedabad
1328,1,20231028,Sip,10000.0,Not Verified,Tamil Nadu,Kolkata
1329,3,20231028,Sip,10000.0,Verified,Tamil Nadu,Chennai
1330,4,20231028,Sip,5000.0,Verified,Maharashtra,Kolkata
1331,5,20231029,Sip,2000.0,Verified,Gujarat,Mumbai
1332,4,20231029,Sip,1000.0,Pending,Tamil Nadu,Kolkata
1333,2,20231029,Sip,500.0,Pending,Maharashtra,Mumbai
1334,4,20231029,Sip,2000.0,Pending,Gujarat,Delhi
1335,5,20231030,Sip,2000.0,Pending,Maharashtra,Ahmedabad
1336,3,20231030,Sip,2000.0,Verified,Karnataka,Delhi
1337,4,20231030,Sip,500.0,Verified,Maharashtra,Bangalore
1338,4,20231030,Sip,10000.0,Verified,Maharashtra,Kolkata
1339,4,20231030,Lumpsum,50000.0,Verified,Delhi,Delhi
1340,1,20231030,Redemption,10000.0,Not Verified,Karnataka,Ahmedabad
1341,1,20231031,Sip,1000.0,Not Verified,Tamil Nadu,Chennai
1342,3,20231031,Redemption,10000.0,Not Verified,West Bengal,Chennai
1343,5,20231031,Sip,5000.0,Verified,Delhi,Ahmedabad
1344,4,20231031,Sip,1000.0,Not Verified,West Bengal,Delhi
1345,2,20231101,Sip,1000.0,Not Verified,Tamil Nadu,Bangalore
1346,2,20231101,Lumpsum,50000.0,Verified,West Bengal,Delhi
1347,3,20231101,Sip,500.0,Verified,West Bengal,Chennai
1348,1,20231102,Lumpsum,5000.0,Pending,Maharashtra,Mumbai
1349,4,20231102,Sip,500.0,Verified,Karnataka,Delhi
1350,4,20231102,Sip,5000.0,Verified,Tamil Nadu,Mumbai
1351,2,20231102,Sip,2000.0,Pending,West Bengal,Chennai
1352,1,20231102,Sip,10000.0,Pending,Maharashtra,Bangalore
1353,5,20231103,Sip,10000.0,Not Verified,Gujarat,Bangalore
1354,3,20231103,Sip,10000.0,Not Verified,Maharashtra,Chennai
1355,4,20231103,Sip,10000.0,Not Verified,Tamil Nadu,Mumbai
1356,2,20231104,Lumpsum,100000.0,Verified,Delhi,Mumbai
1357,5,20231104,Sip,2000.0,Verified,Gujarat,Chennai
1358,1,20231104,Sip,10000.0,Not Verified,Delhi,Bangalore
1359,2,20231104,Sip,10000.0,Not Verified,Tamil Nadu,Bangalore
1360,4,20231104,Sip,10000.0,Verified,Maharashtra,Delhi
1361,4,20231105,Lumpsum,5000.0,Pending,Delhi,Ahmedabad
1362,4,20231105,Sip,10000.0,Verified,Karnataka,Chennai
1363,2,20231105,Sip,1000.0,Pending,Karnataka,Kolkata
1364,4,20231105,Sip,2000.0,Pending,Maharashtra,Bangalore
1365,2,20231106,Redemption,5000.0,Pending,Tamil Nadu,Chennai
1366,1,20231106,Sip,5000.0,Verified,Maharashtra,Delhi
1367,1,20231106,Sip,5000.0,Pending,Tamil Nadu,Bangalore
1368,4,20231106,Redemption,5000.0,Pending,Karnataka,Chennai
1369,2,20231107,Lumpsum,25000.0,Not Verified,Karnataka,Chennai
1370,4,20231107,Sip,2000.0,Pending,Tamil Nadu,Bangalore
1371,4,20231107,Sip,2000.0,Verified,Gujarat,Bangalore
1372,2,20231107,Sip,500.0,Pending,West Bengal,Chennai
1373,2,20231108,Lumpsum,10000.0,Verified,Gujarat,Bangalore
1374,5,20231108,Sip,5000.0,Not Verified,Maharashtra,Ahmedabad
1375,4,20231109,Sip,1000.0,Not Verified,Delhi,Kolkata
1376,2,20231109,Lumpsum,25000.0,Not Verified,Maharashtra,Chennai
1377,2,20231110,Lumpsum,100000.0,Verified,Delhi,Bangalore
1378,5,20231110,Sip,10000.0,Pending,West Bengal,Kolkata
1379,1,20231110,Lumpsum,100000.0,Not Verified,Delhi,Delhi
1380,4,20231110,Sip,2000.0,Verified,Maharashtra,Bangalore
1381,5,20231110,Sip,5000.0,Pending,Delhi,Mumbai
1382,1,20231111,Sip,500.0,Not Verified,West Bengal,Kolkata
1383,5,20231111,Lumpsum,5000.0,Pending,Delhi,Kolkata
1384,1,20231111,Sip,10000.0,Pending,Gujarat,Chennai
1385,5,20231111,Lumpsum,50000.0,Pending,Karnataka,Mumbai
1386,2,20231111,Lumpsum,50000.0,Verified,West Bengal,Kolkata
1387,4,20231111,Lumpsum,5000.0,Verified,Delhi,Bangalore
1388,4,20231112,Sip,5000.0,Pending,Maharashtra,Bangalore
1389,1,20231112,Lumpsum,10000.0,Pending,Maharashtra,Delhi
1390,4,20231113,Sip,5000.0,Verified,Gujarat,Bangalore
1391,4,20231113,Lumpsum,100000.0,Pending,Karnataka,Delhi
1392,4,20231114,Sip,1000.0,Pending,Gujarat,Mumbai
1393,2,20231114,Lumpsum,100000.0,Not Verified,Maharashtra,Bangalore
1394,3,20231114,Lumpsum,50000.0,Not Verified,Gujarat,Kolkata
1395,5,20231115,Sip,5000.0,Pending,West Bengal,Mumbai
1396,1,20231115,Sip,1000.0,Pending,Delhi,Delhi
1397,1,20231115,Lumpsum,5000.0,Pending,Delhi,Chennai
1398,5,20231115,Sip,5000.0,Pending,Tamil Nadu,Chennai
1399,1,20231115,Sip,5000.0,Pending,Tamil Nadu,Chennai
1400,5,20231115,Sip,2000.0,Verified,Tamil Nadu,Kolkata
1401,5,20231115,Sip,500.0,Pending,Tamil Nadu,Delhi
1402,2,20231116,Sip,1000.0,Pending,Delhi,Ahmedabad
1403,4,20231116,Lumpsum,10000.0,Not Verified,Tamil Nadu,Mumbai
1404,5,20231116,Lumpsum,50000.0,Pending,Gujarat,Mumbai
1405,4,20231116,Sip,2000.0,Verified,West Bengal,Delhi
1406,4,20231116,Lumpsum,50000.0,Verified,Gujarat,Mumbai
1407,4,20231116,Redemption,5000.0,Pending,Delhi,Delhi
1408,2,20231116,Sip,5000.0,Pending,Gujarat,Ahmedabad
1409,3,20231116,Sip,5000.0,Verified,Maharashtra,Delhi
1410,4,20231117,Sip,10000.0,Not Verified,West Bengal,Delhi
1411,3,20231117,Sip,5000.0,Verified,Gujarat,Kolkata
1412,3,20231117,Sip,5000.0,Verified,West Bengal,Delhi
1413,2,20231117,Sip,500.0,Not Verified,Maharashtra,Ahmedabad
1414,2,20231117,Sip,500.0,Pending,Delhi,Mumbai
1415,1,20231117,Redemption,10000.0,Pending,Delhi,Delhi
1416,5,20231118,Sip,5000.0,Pending,Tamil Nadu,Chennai
1417,2,20231118,Lumpsum,5000.0,Pending,Tamil Nadu,Mumbai
1418,2,20231119,Lumpsum,25000.0,Verified,Karnataka,Bangalore
1419,2,20231119,Sip,10000.0,Not Verified,Karnataka,Kolkata
1420,1,20231119,Lumpsum,10000.0,Verified,Gujarat,Kolkata
1421,4,20231119,Sip,500.0,Verified,Gujarat,Mumbai
1422,4,20231119,Redemption,1000.0,Verified,Gujarat,Mumbai
1423,4,20231119,Sip,2000.0,Not Verified,West Bengal,Kolkata
1424,3,20231120,Sip,2000.0,Not Verified,Tamil Nadu,Ahmedabad
1425,2,20231120,Sip,5000.0,Not Verified,Delhi,Bangalore
1426,2,20231120,Sip,10000.0,Pending,Delhi,Bangalore
1427,1,20231121,Lumpsum,25000.0,Verified,Tamil Nadu,Bangalore
1428,5,20231121,Sip,5000.0,Not Verified,Gujarat,Mumbai
1429,1,20231121,Sip,10000.0,Pending,Karnataka,Chennai
1430,4,20231121,Sip,1000.0,Not Verified,Gujarat,Delhi
1431,4,20231121,Lumpsum,25000.0,Verified,Delhi,Kolkata
1432,5,20231122,Lumpsum,25000.0,Pending,Maharashtra,Ahmedabad
1433,3,20231123,Lumpsum,50000.0,Pending,Karnataka,Mumbai
1434,3,20231123,Sip,500.0,Not Verified,West Bengal,Chennai
1435,5,20231123,Sip,5000.0,Pending,Tamil Nadu,Chennai
1436,2,20231123,Sip,10000.0,Pending,Delhi,Delhi
1437,1,20231123,Redemption,25000.0,Not Verified,Karnataka,Chennai
1438,4,20231123,Sip,500.0,Verified,West Bengal,Bangalore
1439,5,20231124,Sip,1000.0,Pending,West Bengal,Kolkata
1440,5,20231124,Sip,1000.0,Pending,West Bengal,Bangalore
1441,1,20231124,Sip,10000.0,Pending,Tamil Nadu,Kolkata
1442,5,20231124,Lumpsum,50000.0,Pending,Delhi,Bangalore
1443,5,20231125,Sip,5000.0,Verified,West Bengal,Ahmedabad
1444,5,20231125,Sip,1000.0,Not Verified,Delhi,Ahmedabad
1445,3,20231125,Sip,2000.0,Pending,West Bengal,Chennai
1446,2,20231125,Sip,2000.0,Verified,Delhi,Delhi
1447,2,20231125,Lumpsum,5000.0,Verified,West Bengal,Ahmedabad
1448,5,20231125,Sip,5000.0,Verified,Gujarat,Bangalore
1449,4,20231126,Sip,500.0,Verified,Tamil Nadu,Chennai
1450,5,20231126,Sip,1000.0,Pending,West Bengal,Bangalore
1451,4,20231126,Lumpsum,5000.0,Verified,Karnataka,Bangalore
1452,3,20231127,Lumpsum,50000.0,Not Verified,West Bengal,Ahmedabad
1453,4,20231127,Sip,10000.0,Not Verified,Delhi,Chennai
1454,1,20231127,Sip,1000.0,Not Verified,Maharashtra,Chennai
1455,5,20231127,Sip,500.0,Not Verified,Tamil Nadu,Ahmedabad
1456,3,20231128,Sip,500.0,Verified,Tamil Nadu,Kolkata
1457,5,20231128,Sip,2000.0,Not Verified,Maharashtra,Delhi
1458,4,20231128,Redemption,5000.0,Pending,Karnataka,Kolkata
1459,4,20231128,Redemption,25000.0,Pending,Gujarat,Ahmedabad
1460,4,20231128,Sip,1000.0,Verified,West Bengal,Chennai
1461,2,20231128,Sip,2000.0,Pending,Tamil Nadu,Mumbai
1462,2,20231129,Redemption,25000.0,Not Verified,West Bengal,Ahmedabad
1463,3,20231129,Sip,10000.0,Pending,West Bengal,Delhi
1464,2,20231129,Sip,2000.0,Pending,West Bengal,Mumbai
1465,3,20231129,Sip,2000.0,Verified,Tamil Nadu,Kolkata
1466,1,20231129,Redemption,1000.0,Not Verified,Karnataka,Kolkata
1467,3,20231129,Lumpsum,10000.0,Verified,West Bengal,Kolkata
1468,2,20231129,Sip,10000.0,Pending,Karnataka,Chennai
1469,4,20231129,Sip,10000.0,Verified,Karnataka,Kolkata
1470,1,20231130,Sip,2000.0,Pending,Delhi,Bangalore
1471,3,20231130,Redemption,25000.0,Not Verified,Tamil Nadu,Bangalore
1472,3,20231130,Sip,5000.0,Pending,West Bengal,Bangalore
1473,1,20231201,Sip,1000.0,Not Verified,Karnataka,Chennai
1474,2,20231201,Sip,2000.0,Not Verified,Karnataka,Kolkata
1475,1,20231201,Sip,500.0,Pending,Gujarat,Ahmedabad
1476,4,20231202,Lumpsum,25000.0,Not Verified,Gujarat,Delhi
1477,5,20231202,Sip,5000.0,Pending,Maharashtra,Chennai
1478,1,20231202,Sip,500.0,Not Verified,Karnataka,Kolkata
1479,2,20231202,Sip,500.0,Verified,Karnataka,Mumbai
1480,4,20231203,Sip,2000.0,Pending,Karnataka,Bangalore
1481,4,20231203,Sip,10000.0,Verified,West Bengal,Chennai
1482,2,20231204,Sip,5000.0,Verified,Delhi,Mumbai
1483,5,20231204,Sip,1000.0,Verified,Gujarat,Ahmedabad
1484,4,20231204,Sip,5000.0,Pending,Gujarat,Delhi
1485,3,20231204,Lumpsum,5000.0,Pending,Maharashtra,Mumbai
1486,4,20231205,Sip,5000.0,Pending,Karnataka,Mumbai
1487,3,20231205,Redemption,25000.0,Pending,Gujarat,Ahmedabad
1488,5,20231205,Redemption,5000.0,Pending,Delhi,Ahmedabad
1489,3,20231205,Lumpsum,5000.0,Not Verified,Gujarat,Delhi
1490,5,20231205,Sip,10000.0,Verified,Tamil Nadu,Chennai
1491,4,20231206,Sip,1000.0,Verified,Gujarat,Kolkata
1492,5,20231206,Redemption,5000.0,Verified,Tamil Nadu,Kolkata
1493,4,20231206,Lumpsum,10000.0,Pending,Karnataka,Delhi
1494,4,20231206,Lumpsum,5000.0,Verified,West Bengal,Delhi
1495,3,20231207,Sip,10000.0,Verified,Tamil Nadu,Delhi
1496,5,20231207,Redemption,25000.0,Verified,West Bengal,Ahmedabad
1497,3,20231207,Sip,10000.0,Pending,Maharashtra,Delhi
1498,5,20231207,Sip,1000.0,Pending,Karnataka,Kolkata
1499,4,20231207,Lumpsum,10000.0,Pending,Delhi,Delhi
1500,1,20231207,Lumpsum,5000.0,Pending,Tamil Nadu,Kolkata
1501,4,20231207,Sip,1000.0,Pending,Maharashtra,Kolkata
1502,3,20231207,Redemption,1000.0,Pending,Karnataka,Delhi
1503,2,20231208,Sip,500.0,Pending,Maharashtra,Ahmedabad
1504,2,20231208,Lumpsum,5000.0,Pending,Delhi,Delhi
1505,1,20231208,Sip,10000.0,Not Verified,Maharashtra,Delhi
1506,5,20231208,Lumpsum,50000.0,Not Verified,Delhi,Mumbai
1507,5,20231208,Redemption,25000.0,Pending,West Bengal,Kolkata
1508,2,20231208,Lumpsum,100000.0,Verified,West Bengal,Bangalore
1509,1,20231209,Sip,5000.0,Verified,Maharashtra,Ahmedabad
1510,2,20231209,Sip,10000.0,Not Verified,West Bengal,Ahmedabad
1511,5,20231209,Redemption,25000.0,Not Verified,Gujarat,Delhi
1512,4,20231209,Sip,5000.0,Pending,West Bengal,Chennai
1513,4,20231209,Sip,1000.0,Pending,Tamil Nadu,Ahmedabad
1514,3,20231209,Lumpsum,5000.0,Verified,Karnataka,Kolkata
1515,1,20231210,Sip,1000.0,Verified,Maharashtra,Bangalore
1516,2,20231210,Sip,500.0,Pending,West Bengal,Bangalore
1517,4,20231210,Lumpsum,5000.0,Pending,West Bengal,Kolkata
1518,3,20231210,Redemption,1000.0,Pending,Tamil Nadu,Ahmedabad
1519,5,20231210,Sip,1000.0,Verified,Gujarat,Chennai
1520,1,20231211,Sip,500.0,Pending,West Bengal,Delhi
1521,2,20231211,Sip,2000.0,Pending,Tamil Nadu,Kolkata
1522,4,20231211,Redemption,10000.0,Verified,Delhi,Ahmedabad
1523,2,20231211,Sip,2000.0,Verified,Gujarat,Ahmedabad
1524,3,20231211,Sip,10000.0,Not Verified,Delhi,Ahmedabad
1525,4,20231211,Redemption,10000.0,Not Verified,Tamil Nadu,Delhi
1526,5,20231212,Redemption,5000.0,Verified,Tamil Nadu,Bangalore
1527,2,20231213,Lumpsum,50000.0,Pending,Delhi,Chennai
1528,1,20231213,Redemption,5000.0,Verified,Maharashtra,Bangalore
1529,1,20231213,Sip,500.0,Not Verified,Gujarat,Bangalore
1530,4,20231213,Sip,10000.0,Verified,West Bengal,Bangalore
1531,5,20231213,Sip,2000.0,Pending,West Bengal,Chennai
1532,2,20231213,Sip,10000.0,Not Verified,Maharashtra,Bangalore
1533,2,20231213,Lumpsum,25000.0,Not Verified,Maharashtra,Kolkata
1534,5,20231214,Lumpsum,5000.0,Pending,Gujarat,Delhi
1535,2,20231214,Lumpsum,100000.0,Verified,Tamil Nadu,Ahmedabad
1536,5,20231214,Redemption,5000.0,Pending,Tamil Nadu,Delhi
1537,2,20231214,Sip,10000.0,Not Verified,Tamil Nadu,Mumbai
1538,5,20231215,Lumpsum,5000.0,Not Verified,Delhi,Chennai
1539,1,20231215,Redemption,5000.0,Verified,Maharashtra,Ahmedabad
1540,3,20231215,Sip,500.0,Pending,West Bengal,Kolkata
1541,3,20231216,Lumpsum,5000.0,Not Verified,Delhi,Bangalore
1542,4,20231216,Lumpsum,50000.0,Pending,Tamil Nadu,Delhi
1543,4,20231216,Sip,10000.0,Not Verified,Maharashtra,Bangalore
1544,2,20231216,Sip,1000.0,Pending,Maharashtra,Kolkata
1545,4,20231216,Sip,5000.0,Not Verified,Karnataka,Delhi
1546,4,20231217,Sip,2000.0,Not Verified,Karnataka,Ahmedabad
1547,2,20231217,Sip,500.0,Not Verified,Tamil Nadu,Chennai
1548,5,20231217,Sip,500.0,Verified,Delhi,Kolkata
1549,4,20231217,Sip,1000.0,Pending,West Bengal,Bangalore
1550,5,20231217,Lumpsum,100000.0,Not Verified,Gujarat,Bangalore
1551,2,20231217,Lumpsum,50000.0,Verified,Karnataka,Delhi
1552,2,20231217,Sip,1000.0,Not Verified,Gujarat,Delhi
1553,2,20231217,Sip,10000.0,Not Verified,Gujarat,Mumbai
1554,5,20231218,Sip,1000.0,Not Verified,Tamil Nadu,Kolkata
1555,4,20231219,Sip,1000.0,Not Verified,Tamil Nadu,Mumbai
1556,3,20231219,Sip,5000.0,Not Verified,Maharashtra,Kolkata
1557,4,20231219,Lumpsum,5000.0,Pending,West Bengal,Kolkata
1558,4,20231219,Sip,2000.0,Not Verified,Gujarat,Ahmedabad
1559,4,20231220,Lumpsum,50000.0,Verified,Delhi,Chennai
1560,2,20231220,Lumpsum,25000.0,Not Verified,Karnataka,Mumbai
1561,5,20231221,Sip,1000.0,Pending,West Bengal,Delhi
1562,3,20231222,Sip,2000.0,Not Verified,Delhi,Kolkata
1563,5,20231222,Lumpsum,100000.0,Not Verified,Tamil Nadu,Kolkata
1564,4,20231222,Lumpsum,100000.0,Pending,Karnataka,Kolkata
1565,5,20231222,Lumpsum,50000.0,Pending,Tamil Nadu,Chennai
1566,1,20231222,Sip,2000.0,Verified,Gujarat,Ahmedabad
1567,3,20231223,Lumpsum,50000.0,Pending,Maharashtra,Mumbai
1568,5,20231223,Sip,10000.0,Verified,Delhi,Delhi
1569,3,20231223,Lumpsum,10000.0,Not Verified,Delhi,Delhi
1570,1,20231223,Sip,10000.0,Not Verified,Maharashtra,Ahmedabad
1571,1,20231223,Sip,1000.0,Not Verified,West Bengal,Ahmedabad
1572,4,20231223,Sip,5000.0,Not Verified,Maharashtra,Chennai
1573,1,20231224,Sip,2000.0,Not Verified,Maharashtra,Ahmedabad
1574,4,20231224,Sip,1000.0,Verified,West Bengal,Chennai
1575,5,20231224,Sip,500.0,Pending,Delhi,Delhi
1576,4,20231224,Sip,1000.0,Verified,Tamil Nadu,Ahmedabad
1577,2,20231224,Sip,10000.0,Verified,Maharashtra,Kolkata
1578,2,20231224,Redemption,25000.0,Not Verified,Tamil Nadu,Bangalore
1579,4,20231224,Lumpsum,50000.0,Verified,Delhi,Bangalore
1580,2,20231225,Sip,1000.0,Pending,Maharashtra,Mumbai
1581,3,20231225,Sip,2000.0,Verified,Gujarat,Bangalore
1582,1,20231225,Lumpsum,50000.0,Verified,Maharashtra,Kolkata
1583,1,20231226,Sip,5000.0,Verified,West Bengal,Chennai
1584,4,20231226,Lumpsum,25000.0,Not Verified,Gujarat,Bangalore
1585,2,20231227,Lumpsum,10000.0,Not Verified,Tamil Nadu,Bangalore
1586,3,20231227,Sip,5000.0,Pending,Tamil Nadu,Chennai
1587,2,20231227,Lumpsum,100000.0,Pending,Maharashtra,Kolkata
1588,1,20231228,Lumpsum,10000.0,Pending,West Bengal,Delhi
1589,1,20231228,Lumpsum,100000.0,Verified,Maharashtra,Kolkata
1590,5,20231228,Sip,10000.0,Verified,Tamil Nadu,Mumbai
1591,1,20231229,Sip,10000.0,Verified,West Bengal,Delhi
1592,5,20231229,Lumpsum,50000.0,Not Verified,Delhi,Kolkata
1593,5,20231229,Lumpsum,10000.0,Not Verified,Maharashtra,Mumbai
1594,4,20231229,Lumpsum,25000.0,Pending,Tamil Nadu,Ahmedabad
1595,3,20231230,Sip,2000.0,Pending,Tamil Nadu,Chennai
1596,2,20231230,Lumpsum,50000.0,Verified,Delhi,Delhi
1597,3,20231230,Sip,500.0,Pending,Delhi,Kolkata
1598,4,20231230,Lumpsum,25000.0,Pending,Delhi,Ahmedabad
1599,4,20231230,Sip,1000.0,Not Verified,Karnataka,Chennai
1600,3,20231231,Lumpsum,100000.0,Verified,Gujarat,Chennai
1601,2,20231231,Redemption,1000.0,Verified,Gujarat,Ahmedabad
1602,3,20231231,Sip,5000.0,Verified,West Bengal,Delhi
1603,4,20231231,Sip,5000.0,Pending,Tamil Nadu,Bangalore
1604,1,20231231,Lumpsum,5000.0,Not Verified,Maharashtra,Ahmedabad
1605,1,20231231,Sip,5000.0,Pending,Tamil Nadu,Chennai
1606,3,20240101,Sip,10000.0,Not Verified,Karnataka,Delhi
1607,2,20240101,Lumpsum,100000.0,Not Verified,Delhi,Chennai
1608,2,20240102,Sip,10000.0,Verified,West Bengal,Bangalore
1609,4,20240102,Sip,2000.0,Not Verified,Gujarat,Chennai
1610,2,20240102,Sip,2000.0,Pending,West Bengal,Chennai
1611,5,20240102,Lumpsum,10000.0,Not Verified,Tamil Nadu,Kolkata
1612,5,20240102,Sip,5000.0,Pending,Delhi,Chennai
1613,3,20240102,Lumpsum,50000.0,Pending,West Bengal,Mumbai
1614,3,20240103,Sip,2000.0,Pending,Maharashtra,Delhi
1615,5,20240103,Lumpsum,100000.0,Not Verified,Karnataka,Mumbai
1616,4,20240103,Lumpsum,25000.0,Not Verified,Tamil Nadu,Kolkata
1617,5,20240103,Lumpsum,25000.0,Verified,Gujarat,Chennai
1618,1,20240103,Sip,1000.0,Not Verified,West Bengal,Chennai
1619,4,20240104,Sip,10000.0,Verified,Maharashtra,Ahmedabad
1620,3,20240104,Sip,1000.0,Pending,Karnataka,Mumbai
1621,2,20240104,Sip,500.0,Verified,Gujarat,Ahmedabad
