scheme_code,scheme_name,fund_house,date,nav
MF102,SBI Bluechip Fund,SBI Mutual Fund,2025-05-28,100.439
MF102,SBI Bluechip Fund,SBI Mutual Fund,2025-05-29,101.226
MF102,SBI Bluechip Fund,SBI Mutual Fund,2025-05-30,102.879
MF102,SBI Bluechip Fund,SBI Mutual Fund,2025-06-02,104.721
MF102,SBI Bluechip Fund,SBI Mutual Fund,2025-06-03,106.936
MF102,SBI Bluechip Fund,SBI Mutual Fund,2025-06-04,108.003
MF102,SBI Bluechip Fund,SBI Mutual Fund,2025-06-05,107.754
MF102,SBI Bluechip Fund,SBI Mutual Fund,2025-06-06,108.013
MF102,SBI Bluechip Fund,SBI Mutual Fund,2025-06-09,110.008
MF102,SBI Bluechip Fund,SBI Mutual Fund,2025-06-10,108.69
MF102,SBI Bluechip Fund,SBI Mutual Fund,2025-06-11,109.314
MF102,SBI Bluechip Fund,SBI Mutual Fund,2025-06-12,108.693
MF102,SBI Bluechip Fund,SBI Mutual Fund,2025-06-13,108.762
MF102,SBI Bluechip Fund,SBI Mutual Fund,2025-06-16,110.89
MF102,SBI Bluechip Fund,SBI Mutual Fund,2025-06-17,111.23
MF102,SBI Bluechip Fund,SBI Mutual Fund,2025-06-18,111.33
MF102,SBI Bluechip Fund,SBI Mutual Fund,2025-06-19,109.104
MF102,SBI Bluechip Fund,SBI Mutual Fund,2025-06-20,110.354
MF102,SBI Bluechip Fund,SBI Mutual Fund,2025-06-23,111.45
MF102,SBI Bluechip Fund,SBI Mutual Fund,2025-06-24,115.149
MF102,SBI Bluechip Fund,SBI Mutual Fund,2025-06-25,114.641
MF102,SBI Bluechip Fund,SBI Mutual Fund,2025-06-26,115.042
MF102,SBI Bluechip Fund,SBI Mutual Fund,2025-06-27,115.496
MF102,SBI Bluechip Fund,SBI Mutual Fund,2025-06-30,118.285
MF102,SBI Bluechip Fund,SBI Mutual Fund,2025-07-01,118.14
MF102,SBI Bluechip Fund,SBI Mutual Fund,2025-07-02,118.659
MF102,SBI Bluechip Fund,SBI Mutual Fund,2025-07-03,119.77
MF102,SBI Bluechip Fund,SBI Mutual Fund,2025-07-04,120.13
MF102,SBI Bluechip Fund,SBI Mutual Fund,2025-07-07,119.352
MF102,SBI Bluechip Fund,SBI Mutual Fund,2025-07-08,119.724
MF102,SBI Bluechip Fund,SBI Mutual Fund,2025-07-09,121.692
MF102,SBI Bluechip Fund,SBI Mutual Fund,2025-07-10,119.856
MF102,SBI Bluechip Fund,SBI Mutual Fund,2025-07-11,120.12
MF102,SBI Bluechip Fund,SBI Mutual Fund,2025-07-14,118.888
MF102,SBI Bluechip Fund,SBI Mutual Fund,2025-07-15,121.063
MF102,SBI Bluechip Fund,SBI Mutual Fund,2025-07-16,118.352
MF102,SBI Bluechip Fund,SBI Mutual Fund,2025-07-17,117.387
MF102,SBI Bluechip Fund,SBI Mutual Fund,2025-07-18,118.077
MF102,SBI Bluechip Fund,SBI Mutual Fund,2025-07-21,120.907
MF102,SBI Bluechip Fund,SBI Mutual Fund,2025-07-22,120.812
MF102,SBI Bluechip Fund,SBI Mutual Fund,2025-07-23,119.834
MF102,SBI Bluechip Fund,SBI Mutual Fund,2025-07-24,123.288
MF102,SBI Bluechip Fund,SBI Mutual Fund,2025-07-25,120.663
MF102,SBI Bluechip Fund,SBI Mutual Fund,2025-07-28,116.772
MF102,SBI Bluechip Fund,SBI Mutual Fund,2025-07-29,117.569
MF102,SBI Bluechip Fund,SBI Mutual Fund,2025-07-30,116.71
MF102,SBI Bluechip Fund,SBI Mutual Fund,2025-07-31,114.959
MF102,SBI Bluechip Fund,SBI Mutual Fund,2025-08-01,116.21
MF102,SBI Bluechip Fund,SBI Mutual Fund,2025-08-04,116.659
MF102,SBI Bluechip Fund,SBI Mutual Fund,2025-08-05,115.699
MF102,SBI Bluechip Fund,SBI Mutual Fund,2025-08-06,113.521
MF102,SBI Bluechip Fund,SBI Mutual Fund,2025-08-07,115.04
MF102,SBI Bluechip Fund,SBI Mutual Fund,2025-08-08,116.19
MF102,SBI Bluechip Fund,SBI Mutual Fund,2025-08-11,116.041
MF102,SBI Bluechip Fund,SBI Mutual Fund,2025-08-12,119.324
MF102,SBI Bluechip Fund,SBI Mutual Fund,2025-08-13,117.447
MF102,SBI Bluechip Fund,SBI Mutual Fund,2025-08-14,114.813
MF102,SBI Bluechip Fund,SBI Mutual Fund,2025-08-15,113.65
MF102,SBI Bluechip Fund,SBI Mutual Fund,2025-08-18,113.596
MF102,SBI Bluechip Fund,SBI Mutual Fund,2025-08-19,114.034
MF102,SBI Bluechip Fund,SBI Mutual Fund,2025-08-20,113.645
MF102,SBI Bluechip Fund,SBI Mutual Fund,2025-08-21,114.269
MF102,SBI Bluechip Fund,SBI Mutual Fund,2025-08-22,112.166
MF102,SBI Bluechip Fund,SBI Mutual Fund,2025-08-25,114.645
MF102,SBI Bluechip Fund,SBI Mutual Fund,2025-08-26,114.527
MF102,SBI Bluechip Fund,SBI Mutual Fund,2025-08-27,116.486
MF102,SBI Bluechip Fund,SBI Mutual Fund,2025-08-28,117.109
MF102,SBI Bluechip Fund,SBI Mutual Fund,2025-08-29,117.938
MF102,SBI Bluechip Fund,SBI Mutual Fund,2025-09-01,118.974
MF102,SBI Bluechip Fund,SBI Mutual Fund,2025-09-02,119.8
MF102,SBI Bluechip Fund,SBI Mutual Fund,2025-09-03,120.984
MF102,SBI Bluechip Fund,SBI Mutual Fund,2025-09-04,123.445
MF102,SBI Bluechip Fund,SBI Mutual Fund,2025-09-05,123.835
MF102,SBI Bluechip Fund,SBI Mutual Fund,2025-09-08,125.184
MF102,SBI Bluechip Fund,SBI Mutual Fund,2025-09-09,125.04
MF102,SBI Bluechip Fund,SBI Mutual Fund,2025-09-10,127.796
MF102,SBI Bluechip Fund,SBI Mutual Fund,2025-09-11,126.532
MF102,SBI Bluechip Fund,SBI Mutual Fund,2025-09-12,130.022
MF102,SBI Bluechip Fund,SBI Mutual Fund,2025-09-15,129.97
MF102,SBI Bluechip Fund,SBI Mutual Fund,2025-09-16,127.236
MF102,SBI Bluechip Fund,SBI Mutual Fund,2025-09-17,127.506
MF102,SBI Bluechip Fund,SBI Mutual Fund,2025-09-18,126.235
MF102,SBI Bluechip Fund,SBI Mutual Fund,2025-09-19,127.863
MF102,SBI Bluechip Fund,SBI Mutual Fund,2025-09-22,126.643
MF102,SBI Bluechip Fund,SBI Mutual Fund,2025-09-23,125.823
MF102,SBI Bluechip Fund,SBI Mutual Fund,2025-09-24,122.331
MF102,SBI Bluechip Fund,SBI Mutual Fund,2025-09-25,121.528
MF102,SBI Bluechip Fund,SBI Mutual Fund,2025-09-26,117.213
MF102,SBI Bluechip Fund,SBI Mutual Fund,2025-09-29,114.484
MF102,SBI Bluechip Fund,SBI Mutual Fund,2025-09-30,115.82
MF102,SBI Bluechip Fund,SBI Mutual Fund,2025-10-01,117.217
MF102,SBI Bluechip Fund,SBI Mutual Fund,2025-10-02,117.991
MF102,SBI Bluechip Fund,SBI Mutual Fund,2025-10-03,116.315
MF102,SBI Bluechip Fund,SBI Mutual Fund,2025-10-06,116.255
MF102,SBI Bluechip Fund,SBI Mutual Fund,2025-10-07,116.272
MF102,SBI Bluechip Fund,SBI Mutual Fund,2025-10-08,114.292
MF102,SBI Bluechip Fund,SBI Mutual Fund,2025-10-09,116.922
MF102,SBI Bluechip Fund,SBI Mutual Fund,2025-10-10,118.495
MF102,SBI Bluechip Fund,SBI Mutual Fund,2025-10-13,118.126
MF102,SBI Bluechip Fund,SBI Mutual Fund,2025-10-14,118.197
MF102,SBI Bluechip Fund,SBI Mutual Fund,2025-10-15,118.591
MF102,SBI Bluechip Fund,SBI Mutual Fund,2025-10-16,115.037
MF102,SBI Bluechip Fund,SBI Mutual Fund,2025-10-17,114.634
MF102,SBI Bluechip Fund,SBI Mutual Fund,2025-10-20,113.49
MF102,SBI Bluechip Fund,SBI Mutual Fund,2025-10-21,111.82
MF102,SBI Bluechip Fund,SBI Mutual Fund,2025-10-22,111.372
MF102,SBI Bluechip Fund,SBI Mutual Fund,2025-10-23,114.439
MF102,SBI Bluechip Fund,SBI Mutual Fund,2025-10-24,115.568
MF102,SBI Bluechip Fund,SBI Mutual Fund,2025-10-27,114.605
MF102,SBI Bluechip Fund,SBI Mutual Fund,2025-10-28,115.616
MF102,SBI Bluechip Fund,SBI Mutual Fund,2025-10-29,118.092
MF102,SBI Bluechip Fund,SBI Mutual Fund,2025-10-30,119.766
MF102,SBI Bluechip Fund,SBI Mutual Fund,2025-10-31,119.897
MF102,SBI Bluechip Fund,SBI Mutual Fund,2025-11-03,118.763
MF102,SBI Bluechip Fund,SBI Mutual Fund,2025-11-04,120.037
MF102,SBI Bluechip Fund,SBI Mutual Fund,2025-11-05,120.772
MF102,SBI Bluechip Fund,SBI Mutual Fund,2025-11-06,122.429
MF102,SBI Bluechip Fund,SBI Mutual Fund,2025-11-07,123.626
MF102,SBI Bluechip Fund,SBI Mutual Fund,2025-11-10,125.613
MF102,SBI Bluechip Fund,SBI Mutual Fund,2025-11-11,124.633
MF102,SBI Bluechip Fund,SBI Mutual Fund,2025-11-12,127.146
MF102,SBI Bluechip Fund,SBI Mutual Fund,2025-11-13,127.549
MF102,SBI Bluechip Fund,SBI Mutual Fund,2025-11-14,131.608
MF102,SBI Bluechip Fund,SBI Mutual Fund,2025-11-17,130.28
MF102,SBI Bluechip Fund,SBI Mutual Fund,2025-11-18,133.744
MF102,SBI Bluechip Fund,SBI Mutual Fund,2025-11-19,134.169
MF102,SBI Bluechip Fund,SBI Mutual Fund,2025-11-20,132.891
MF102,SBI Bluechip Fund,SBI Mutual Fund,2025-11-21,131.956
MF102,SBI Bluechip Fund,SBI Mutual Fund,2025-11-24,131.35
MF102,SBI Bluechip Fund,SBI Mutual Fund,2025-11-25,132.214
MF102,SBI Bluechip Fund,SBI Mutual Fund,2025-11-26,133.282
MF102,SBI Bluechip Fund,SBI Mutual Fund,2025-11-27,132.166
MF102,SBI Bluechip Fund,SBI Mutual Fund,2025-11-28,132.145
MF102,SBI Bluechip Fund,SBI Mutual Fund,2025-12-01,136.487
MF102,SBI Bluechip Fund,SBI Mutual Fund,2025-12-02,140.098
MF102,SBI Bluechip Fund,SBI Mutual Fund,2025-12-03,141.046
MF102,SBI Bluechip Fund,SBI Mutual Fund,2025-12-04,141.155
MF102,SBI Bluechip Fund,SBI Mutual Fund,2025-12-05,141.438
MF102,SBI Bluechip Fund,SBI Mutual Fund,2025-12-08,142.774
MF102,SBI Bluechip Fund,SBI Mutual Fund,2025-12-09,140.628
MF102,SBI Bluechip Fund,SBI Mutual Fund,2025-12-10,140.114
MF102,SBI Bluechip Fund,SBI Mutual Fund,2025-12-11,136.678
MF102,SBI Bluechip Fund,SBI Mutual Fund,2025-12-12,137.527
MF102,SBI Bluechip Fund,SBI Mutual Fund,2025-12-15,138.896
MF102,SBI Bluechip Fund,SBI Mutual Fund,2025-12-16,137.921
MF102,SBI Bluechip Fund,SBI Mutual Fund,2025-12-17,141.244
MF102,SBI Bluechip Fund,SBI Mutual Fund,2025-12-18,138.699
MF102,SBI Bluechip Fund,SBI Mutual Fund,2025-12-19,135.712
MF102,SBI Bluechip Fund,SBI Mutual Fund,2025-12-22,136.197
MF102,SBI Bluechip Fund,SBI Mutual Fund,2025-12-23,138.381
MF102,SBI Bluechip Fund,SBI Mutual Fund,2025-12-24,141.949
MF102,SBI Bluechip Fund,SBI Mutual Fund,2025-12-25,141.004
MF102,SBI Bluechip Fund,SBI Mutual Fund,2025-12-26,143.332
MF102,SBI Bluechip Fund,SBI Mutual Fund,2025-12-29,143.278
MF102,SBI Bluechip Fund,SBI Mutual Fund,2025-12-30,142.936
MF102,SBI Bluechip Fund,SBI Mutual Fund,2025-12-31,144.873
